Year,Rnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,Type,Drafted Out of,Team Made Playoffs
2014,1,32,Braves,Y,1705000.0,Braxton Davidson,OF,0.0,0.0,0.0,0.0,0.0,0.0,HS,"T. C. Roberson HS (Asheville, NC)",0
2014,1,35,Rockies,Y,2000000.0,Forrest Wall,2B,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Orangewood Christian HS (Maitland, FL)",0
2014,1,36,Marlins,Y,1170000.0,Blake Anderson,C,0.0,0.0,0.0,0.0,0.0,0.0,HS,"West Lauderdale HS (Collinsville, MS)",0
2014,1,37,Astros,Y,1534100.0,Derek Fisher,OF,0.2,172.0,410.0,17.0,0.195,0.663,4Yr,"University of Virginia (Charlottesville, VA)",0
2014,1,38,Indians,Y,1250000.0,Mike Papi,OF,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of Virginia (Charlottesville, VA)",0
2014,1,39,Pirates,Y,1250000.0,Connor Joe,OF,2.9,144.0,479.0,13.0,0.269,0.779,4Yr,"University of San Diego (San Diego, CA)",1
2014,1,40,Royals,Y,1350000.0,Chase Vallot,C,0.0,0.0,0.0,0.0,0.0,0.0,HS,"St. Thomas More HS (Lafayette, LA)",1
2014,1,41,Brewers,Y,1830000.0,Jake Gatewood,SS,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Clovis HS (Clovis, CA)",0
2015,1,1,Diamondbacks,Y,6500000.0,Dansby Swanson,SS,12.3,746.0,2709.0,91.0,0.255,0.743,4Yr,"Vanderbilt University (Nashville, TN)",0
2015,1,2,Astros,Y,5900000.0,Alex Bregman,SS,27.4,726.0,2672.0,126.0,0.277,0.871,4Yr,"Louisiana State University (Baton Rouge, LA)",1
2015,1,3,Rockies,Y,5500000.0,Brendan Rodgers,SS,2.4,203.0,755.0,23.0,0.265,0.738,HS,"Lake Mary HS (Lake Mary, FL)",0
2015,1,5,Astros,Y,4000000.0,Kyle Tucker,OF,11.5,322.0,1105.0,59.0,0.271,0.853,HS,"H. B. Plant HS (Tampa, FL)",1
2015,1,7,Red Sox,Y,3590400.0,Andrew Benintendi,OF,14.5,696.0,2620.0,71.0,0.278,0.784,4Yr,"University of Arkansas (Fayetteville, AR)",0
2015,1,9,Cubs,Y,3000000.0,Ian Happ,OF,9.2,598.0,1826.0,95.0,0.248,0.81,4Yr,"University of Cincinnati (Cincinnati, OH)",1
2015,1,10,Phillies,Y,3231300.0,Cornelius Randolph,SS,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Griffin HS (Griffin, GA)",0
2015,1,11,Reds,Y,3141600.0,Tyler Stephenson,C,3.7,182.0,508.0,17.0,0.291,0.815,HS,"Kennesaw Mountain HS (Kennesaw, GA)",0
2015,1,12,Marlins,Y,2200000.0,Josh Naylor,1B,1.0,257.0,779.0,27.0,0.257,0.732,HS,"St. Joan of Arc Catholic SS (Mississauga, ON)",0
2015,1,13,Rays,Y,2959600.0,Garrett Whitley,OF,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Niskayuna HS (Niskayuna, NY)",0
2015,1,15,Brewers,Y,2700000.0,Trent Grisham,OF,7.5,321.0,1093.0,39.0,0.23,0.725,HS,"Richland HS (North Richland Hills, TX)",0
2015,1,19,Pirates,Y,2175000.0,Kevin Newman,SS,2.0,367.0,1305.0,18.0,0.257,0.655,4Yr,"University of Arizona (Tucson, AZ)",1
2015,1,20,Athletics,Y,1950000.0,Richie Martin,SS,-2.0,170.0,411.0,7.0,0.212,0.572,4Yr,"University of Florida (Gainesville, FL)",0
2015,1,23,Cardinals,Y,2124400.0,Nick Plummer,OF,-0.1,14.0,29.0,2.0,0.138,0.573,HS,"Brother Rice HS (Bloomfield Hills, MI)",1
2015,1,25,Orioles,Y,2064500.0,DJ Stewart,OF,0.5,195.0,527.0,26.0,0.213,0.728,4Yr,"Florida State University (Tallahassee, FL)",0
2015,1,26,Angels,Y,1670000.0,Taylor Ward,C,2.3,216.0,687.0,27.0,0.253,0.771,4Yr,"California State University, Fresno (Fresno, CA)",0
2015,1,30,Yankees,Y,1800000.0,Kyle Holder,SS,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of San Diego (San Diego, CA)",1
2015,1,31,Giants,Y,1400000.0,Chris Shaw,1B,-0.9,38.0,72.0,1.0,0.153,0.466,4Yr,"Boston College (Chestnut Hill, MA)",0
2015,1,32,Pirates,Y,1855000.0,Ke'Bryan Hayes,3B,6.9,191.0,717.0,14.0,0.271,0.741,HS,"Concordia Lutheran HS (Tomball, TX)",1
2015,1,34,Tigers,Y,1795100.0,Christin Stewart,OF,-1.2,157.0,519.0,15.0,0.225,0.676,4Yr,"University of Tennessee (Knoxville, TN)",0
2015,1,36,Orioles,Y,1300000.0,Ryan Mountcastle,SS,3.3,248.0,934.0,52.0,0.272,0.812,HS,"Paul J. Hagerty HS (Oviedo, FL)",0
2015,1,37,Astros,Y,4000000.0,Daz Cameron,OF,-0.4,70.0,216.0,5.0,0.204,0.606,HS,"Eagle's Landing Christian Academy (McDonough, GA)",1
2015,1,38,Rockies,Y,2000000.0,Tyler Nevin,3B,0.0,48.0,138.0,3.0,0.196,0.615,HS,"Poway HS (Poway, CA)",0
2015,1,41,Braves,Y,1600000.0,Austin Riley,3B,7.8,370.0,1360.0,79.0,0.27,0.834,HS,"DeSoto Central HS (Southaven, MS)",0
