year,league_id,team_id,franchise_id,div_id,rank,g,ghome,w,l,div_win,wc_win,lg_win,ws_win,r,ab,h,double,triple,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,team_id_br,team_id_lahman45,team_id_retro,make_playoffs_wild_card,make_playoffs_win_division,make_playoffs_win_league,make_playoffs_win_worldseries,make_playoffs
2005,AL,NYA,NYY,E,1,162,81.0,95,67,Y,N,N,N,886,5624,1552,259,16,229,637,989.0,84.0,27.0,73.0,43.0,789,718,4.52,8,14,46,4292,1495,164,463,985,95,151.0,0.984,New York Yankees,Yankee Stadium II,4090696.0,98,97,NYY,NYA,NYA,False,True,False,False,True
2005,NL,NYN,NYM,E,3,162,81.0,83,79,N,N,N,N,722,5505,1421,279,32,175,486,1075.0,153.0,40.0,48.0,38.0,648,599,3.76,8,11,38,4307,1390,135,491,1012,106,146.0,0.983,New York Mets,Shea Stadium,2829929.0,98,97,NYM,NYN,NYN,False,False,False,False,False
2005,AL,OAK,OAK,W,2,162,81.0,88,74,N,N,N,N,772,5627,1476,310,20,155,537,819.0,31.0,22.0,52.0,40.0,658,594,3.69,9,12,38,4351,1315,154,504,1075,88,166.0,0.986,Oakland Athletics,McAfee Coliseum,2109118.0,101,100,OAK,OAK,OAK,False,False,False,False,False
2005,NL,PHI,PHI,E,2,162,81.0,88,74,N,N,N,N,807,5542,1494,282,35,167,639,1083.0,116.0,27.0,56.0,46.0,726,672,4.21,4,6,40,4305,1379,189,487,1159,90,132.0,0.985,Philadelphia Phillies,Citizens Bank Park,2665304.0,105,104,PHI,PHI,PHI,False,False,False,False,False
2005,NL,PIT,PIT,C,6,162,81.0,67,95,N,N,N,N,680,5573,1445,292,38,139,471,1092.0,73.0,30.0,72.0,49.0,769,706,4.42,4,14,35,4308,1456,162,612,958,117,193.0,0.981,Pittsburgh Pirates,PNC Park,1817245.0,99,100,PIT,PIT,PIT,False,False,False,False,False
2005,NL,SDN,SDP,W,1,162,81.0,82,80,Y,N,N,N,684,5502,1416,269,39,130,600,977.0,99.0,44.0,49.0,48.0,726,668,4.13,4,8,45,4366,1452,146,503,1133,109,136.0,0.982,San Diego Padres,Petco Park,2869787.0,92,91,SDP,SDN,SDN,False,True,False,False,True
2005,AL,SEA,SEA,W,4,162,81.0,69,93,N,N,N,N,699,5507,1408,289,34,130,466,986.0,102.0,47.0,48.0,37.0,751,712,4.49,6,7,39,4283,1483,179,496,892,86,144.0,0.986,Seattle Mariners,Safeco Field,2725459.0,95,96,SEA,SEA,SEA,False,False,False,False,False
2005,NL,SFN,SFG,W,3,162,81.0,75,87,N,N,N,N,649,5462,1427,299,26,128,431,901.0,71.0,35.0,49.0,44.0,745,695,4.33,4,8,46,4333,1456,151,592,972,90,146.0,0.985,San Francisco Giants,SBC Park,3181023.0,101,101,SFG,SFN,SFN,False,False,False,False,False
2005,NL,SLN,STL,C,1,162,81.0,100,62,Y,N,N,N,805,5538,1494,287,26,170,534,947.0,83.0,36.0,62.0,35.0,634,560,3.49,15,14,48,4337,1399,153,443,974,100,196.0,0.984,St. Louis Cardinals,Busch Stadium II,3538988.0,101,100,STL,SLN,SLN,False,True,False,False,True
2005,AL,TBA,TBD,E,5,162,81.0,67,95,N,N,N,N,750,5552,1519,289,40,157,412,990.0,151.0,49.0,69.0,51.0,936,851,5.39,1,4,43,4265,1570,194,615,949,124,139.0,0.979,Tampa Bay Devil Rays,Tropicana Field,1141669.0,99,100,TBD,TBA,TBA,False,False,False,False,False
2005,AL,TEX,TEX,W,3,162,81.0,79,83,N,N,N,N,865,5716,1528,311,29,260,495,1112.0,67.0,15.0,48.0,32.0,858,794,4.96,2,6,46,4320,1589,159,522,932,108,149.0,0.982,Texas Rangers,Ameriquest Field,2525221.0,106,106,TEX,TEX,TEX,False,False,False,False,False
2005,AL,TOR,TOR,E,3,162,81.0,80,82,N,N,N,N,775,5581,1480,307,39,136,486,955.0,72.0,35.0,89.0,56.0,705,653,4.06,9,8,35,4341,1475,185,444,958,95,154.0,0.985,Toronto Blue Jays,Rogers Centre,2014995.0,102,102,TOR,TOR,TOR,False,False,False,False,False
2005,NL,WAS,WSN,E,5,162,81.0,81,81,N,N,N,N,639,5426,1367,311,32,117,491,1090.0,45.0,45.0,89.0,45.0,673,627,3.87,4,9,51,4374,1456,140,539,997,92,156.0,0.985,Washington Nationals,R.F.K. Stadium,2731993.0,95,96,WSN,MON,WAS,False,False,False,False,False
2006,NL,ARI,ARI,W,4,162,81.0,76,86,N,N,N,N,773,5645,1506,331,38,160,504,965.0,76.0,30.0,67.0,53.0,788,727,4.48,8,9,34,4379,1503,168,536,1115,104,172.0,0.983,Arizona Diamondbacks,Chase Field,2091685.0,105,105,ARI,ARI,ARI,False,False,False,False,False
2006,NL,ATL,ATL,E,3,162,81.0,79,83,N,N,N,N,849,5583,1510,312,26,222,526,1169.0,52.0,35.0,52.0,44.0,805,736,4.6,6,6,38,4324,1529,183,572,1049,99,146.0,0.984,Atlanta Braves,Turner Field,2550524.0,100,99,ATL,ATL,ATL,False,False,False,False,False
2006,AL,BAL,BAL,E,4,162,81.0,70,92,N,N,N,N,768,5610,1556,288,20,164,474,878.0,121.0,32.0,73.0,41.0,899,843,5.35,5,9,35,4257,1579,216,613,1016,102,156.0,0.983,Baltimore Orioles,Oriole Park at Camden Yards,2153139.0,99,100,BAL,BAL,BAL,False,False,False,False,False
2006,AL,BOS,BOS,E,3,162,81.0,86,76,N,N,N,N,820,5619,1510,327,16,192,672,1056.0,51.0,23.0,66.0,56.0,825,773,4.83,3,6,46,4324,1570,181,509,1070,66,174.0,0.989,Boston Red Sox,Fenway Park II,2930588.0,105,104,BOS,BOS,BOS,False,False,False,False,False
2006,AL,CHA,CHW,C,3,162,81.0,90,72,N,N,N,N,868,5657,1586,291,20,236,502,1056.0,93.0,48.0,58.0,57.0,794,743,4.61,5,11,46,4347,1534,200,433,1012,90,145.0,0.985,Chicago White Sox,U.S. Cellular Field,2957414.0,104,104,CHW,CHA,CHA,False,False,False,False,False
2006,NL,CHN,CHC,C,6,162,81.0,66,96,N,N,N,N,716,5587,1496,271,46,166,395,928.0,121.0,49.0,43.0,37.0,834,758,4.74,2,7,29,4317,1396,210,687,1250,106,122.0,0.982,Chicago Cubs,Wrigley Field,3123215.0,103,103,CHC,CHN,CHN,False,False,False,False,False
2006,NL,CIN,CIN,C,3,162,82.0,80,82,N,N,N,N,749,5515,1419,291,12,217,614,1192.0,124.0,33.0,59.0,38.0,801,725,4.51,9,10,36,4337,1576,213,464,1053,128,139.0,0.979,Cincinnati Reds,Great American Ball Park,2134607.0,104,104,CIN,CIN,CIN,False,False,False,False,False
2006,AL,CLE,CLE,C,4,162,81.0,78,84,N,N,N,N,870,5619,1576,351,27,196,556,1204.0,55.0,23.0,54.0,43.0,782,698,4.41,13,13,24,4270,1583,166,429,948,118,165.0,0.981,Cleveland Indians,Jacobs Field,1997995.0,99,98,CLE,CLE,CLE,False,False,False,False,False
2006,NL,COL,COL,W,4,162,81.0,76,86,N,N,N,N,813,5562,1504,325,54,157,561,1108.0,85.0,50.0,60.0,45.0,812,749,4.66,5,8,34,4342,1549,155,553,952,91,190.0,0.985,Colorado Rockies,Coors Field,2104362.0,109,109,COL,COL,COL,False,False,False,False,False
2006,AL,DET,DET,C,2,162,81.0,95,67,N,Y,Y,N,822,5642,1548,294,40,203,430,1133.0,60.0,40.0,45.0,36.0,675,618,3.84,3,16,46,4344,1420,160,489,1003,106,162.0,0.983,Detroit Tigers,Comerica Park,2595937.0,100,100,DET,DET,DET,True,False,True,False,True
2006,NL,FLO,FLA,E,4,162,81.0,78,84,N,N,N,N,758,5502,1454,309,42,182,497,1249.0,110.0,58.0,74.0,42.0,772,696,4.37,6,6,41,4300,1465,166,622,1088,126,166.0,0.979,Florida Marlins,Dolphin Stadium,1164134.0,95,96,FLA,FLO,FLO,False,False,False,False,False
2006,NL,HOU,HOU,C,2,162,81.0,82,80,N,N,N,N,735,5521,1407,275,27,174,585,1076.0,79.0,36.0,73.0,46.0,719,666,4.08,5,12,42,4406,1425,182,480,1160,80,164.0,0.987,Houston Astros,Minute Maid Park,3022763.0,100,99,HOU,HOU,HOU,False,False,False,False,False
2006,AL,KCA,KCR,C,5,162,81.0,62,100,N,N,N,N,757,5589,1515,335,37,124,474,1040.0,65.0,34.0,64.0,48.0,971,896,5.65,3,5,35,4279,1648,213,637,904,98,189.0,0.984,Kansas City Royals,Kauffman Stadium,1372638.0,101,103,KCR,KCA,KCA,False,False,False,False,False
2006,AL,LAA,ANA,W,2,162,81.0,89,73,N,N,N,N,766,5609,1539,309,29,159,486,914.0,148.0,57.0,42.0,53.0,732,652,4.04,5,12,50,4358,1410,158,471,1164,124,154.0,0.979,Los Angeles Angels of Anaheim,Angel Stadium,3406790.0,100,100,LAA,ANA,ANA,False,False,False,False,False
2006,NL,LAN,LAD,W,2,162,81.0,88,74,N,Y,N,N,820,5628,1552,307,58,153,601,959.0,128.0,49.0,51.0,48.0,751,686,4.23,1,10,40,4381,1524,152,492,1068,115,174.0,0.982,Los Angeles Dodgers,Dodger Stadium,3758545.0,101,100,LAD,LAN,LAN,True,False,False,False,True
2006,NL,MIL,MIL,C,4,162,81.0,75,87,N,N,N,N,730,5433,1400,301,20,180,502,1233.0,71.0,37.0,82.0,53.0,833,763,4.82,7,8,43,4277,1454,177,514,1145,117,126.0,0.98,Milwaukee Brewers,Miller Park,2335643.0,101,101,MIL,ML4,MIL,False,False,False,False,False
2006,AL,MIN,MIN,C,1,162,81.0,96,66,Y,N,N,N,801,5602,1608,275,34,143,490,872.0,101.0,42.0,50.0,55.0,683,632,3.95,1,6,40,4318,1490,182,356,1164,84,135.0,0.986,Minnesota Twins,Hubert H Humphrey Metrodome,2285018.0,98,98,MIN,MIN,MIN,False,True,False,False,True
2006,AL,NYA,NYY,E,1,162,81.0,97,65,Y,N,N,N,930,5651,1608,327,21,210,649,1053.0,139.0,35.0,72.0,49.0,767,708,4.41,5,8,43,4331,1463,170,496,1019,104,145.0,0.983,New York Yankees,Yankee Stadium II,4248067.0,101,99,NYY,NYA,NYA,False,True,False,False,True
2006,NL,NYN,NYM,E,1,162,81.0,97,65,Y,N,N,N,834,5558,1469,323,41,200,547,1071.0,146.0,35.0,62.0,47.0,731,673,4.14,5,12,43,4384,1402,180,527,1161,104,131.0,0.983,New York Mets,Shea Stadium,3379535.0,98,97,NYM,NYN,NYN,False,True,False,False,True
2006,AL,OAK,OAK,W,1,162,81.0,93,69,Y,N,N,N,771,5500,1429,266,22,175,650,976.0,61.0,20.0,50.0,56.0,727,679,4.21,5,11,54,4355,1525,162,529,1003,84,173.0,0.986,Oakland Athletics,McAfee Coliseum,1976625.0,97,97,OAK,OAK,OAK,False,True,False,False,True
2006,NL,PHI,PHI,E,2,162,81.0,85,77,N,N,N,N,865,5687,1518,294,41,216,626,1203.0,92.0,25.0,95.0,44.0,812,747,4.6,4,6,42,4381,1561,211,512,1138,104,153.0,0.983,Philadelphia Phillies,Citizens Bank Park,2701815.0,105,104,PHI,PHI,PHI,False,False,False,False,False
2006,NL,PIT,PIT,C,5,162,81.0,67,95,N,N,N,N,691,5558,1462,286,17,141,459,1200.0,68.0,23.0,89.0,49.0,797,720,4.52,2,10,39,4305,1545,156,620,1060,104,168.0,0.983,Pittsburgh Pirates,PNC Park,1861549.0,98,99,PIT,PIT,PIT,False,False,False,False,False
2006,NL,SDN,SDP,W,1,162,81.0,88,74,Y,N,N,N,731,5576,1465,298,38,161,564,1104.0,123.0,31.0,40.0,47.0,679,629,3.87,4,11,50,4391,1385,176,468,1097,92,138.0,0.985,San Diego Padres,Petco Park,2659757.0,91,90,SDP,SDN,SDN,False,True,False,False,True
2006,AL,SEA,SEA,W,4,162,81.0,78,84,N,N,N,N,756,5670,1540,266,42,172,404,974.0,106.0,37.0,63.0,38.0,792,739,4.6,6,6,47,4340,1500,183,560,1067,88,150.0,0.985,Seattle Mariners,Safeco Field,2481165.0,97,97,SEA,SEA,SEA,False,False,False,False,False
2006,NL,SFN,SFG,W,3,161,81.0,76,85,N,N,N,N,746,5472,1418,297,52,163,494,891.0,58.0,25.0,53.0,37.0,790,735,4.63,7,9,37,4289,1422,153,584,992,91,132.0,0.985,San Francisco Giants,AT&T Park,3130313.0,100,100,SFG,SFN,SFN,False,False,False,False,False
2006,NL,SLN,STL,C,1,161,80.0,83,78,Y,N,Y,Y,781,5522,1484,292,27,184,531,922.0,59.0,32.0,61.0,40.0,762,721,4.54,6,9,38,4289,1475,193,504,970,98,170.0,0.984,St. Louis Cardinals,Busch Stadium III,3407104.0,99,99,STL,SLN,SLN,False,True,True,True,True
2006,AL,TBA,TBD,E,5,162,81.0,61,101,N,N,N,N,689,5474,1395,267,33,190,441,1106.0,134.0,52.0,47.0,43.0,856,782,4.96,3,7,33,4261,1600,180,606,979,116,156.0,0.981,Tampa Bay Devil Rays,Tropicana Field,1368950.0,99,101,TBD,TBA,TBA,False,False,False,False,False
2006,AL,TEX,TEX,W,3,162,81.0,80,82,N,N,N,N,835,5659,1571,357,23,183,505,1061.0,53.0,24.0,40.0,50.0,784,731,4.6,3,8,42,4294,1558,162,496,972,98,174.0,0.984,Texas Rangers,Ameriquest Field,2388757.0,101,101,TEX,TEX,TEX,False,False,False,False,False
2006,AL,TOR,TOR,E,2,162,81.0,87,75,N,N,N,N,809,5596,1591,348,27,199,514,906.0,65.0,33.0,63.0,52.0,754,694,4.37,6,6,42,4285,1447,185,504,1076,99,157.0,0.984,Toronto Blue Jays,Rogers Centre,2302212.0,100,100,TOR,TOR,TOR,False,False,False,False,False
2006,NL,WAS,WSN,E,5,162,81.0,71,91,N,N,N,N,746,5495,1437,322,22,164,594,1156.0,123.0,62.0,69.0,49.0,872,803,5.03,1,3,32,4309,1535,193,584,960,131,123.0,0.978,Washington Nationals,R.F.K. Stadium,2153056.0,94,95,WSN,MON,WAS,False,False,False,False,False
2007,NL,ARI,ARI,W,1,162,81.0,90,72,Y,N,N,N,712,5398,1350,286,40,171,532,1111.0,109.0,24.0,57.0,58.0,732,662,4.13,7,12,51,4323,1446,169,546,1088,106,157.0,0.983,Arizona Diamondbacks,Chase Field,2325249.0,107,107,ARI,ARI,ARI,False,True,False,False,True
2007,NL,ATL,ATL,E,3,162,81.0,84,78,N,N,N,N,810,5689,1562,328,27,176,534,1149.0,64.0,30.0,49.0,47.0,733,665,4.11,1,6,36,4369,1442,172,537,1106,107,141.0,0.983,Atlanta Braves,Turner Field,2745207.0,98,98,ATL,ATL,ATL,False,False,False,False,False
2007,AL,BAL,BAL,E,4,162,81.0,69,93,N,N,N,N,756,5631,1529,306,30,142,500,939.0,144.0,42.0,47.0,47.0,868,827,5.17,4,9,30,4316,1491,161,696,1087,79,155.0,0.987,Baltimore Orioles,Oriole Park at Camden Yards,2164822.0,101,102,BAL,BAL,BAL,False,False,False,False,False
2007,AL,BOS,BOS,E,1,162,81.0,96,66,Y,N,Y,Y,867,5589,1561,352,35,166,689,1042.0,96.0,24.0,64.0,54.0,657,618,3.87,5,13,45,4316,1350,151,482,1149,81,145.0,0.986,Boston Red Sox,Fenway Park II,2970755.0,106,105,BOS,BOS,BOS,False,True,True,True,True
2007,AL,CHA,CHW,C,4,162,81.0,72,90,N,N,N,N,693,5441,1341,249,20,190,532,1149.0,78.0,45.0,52.0,35.0,839,763,4.77,9,9,42,4322,1556,174,499,1015,108,168.0,0.982,Chicago White Sox,U.S. Cellular Field,2684395.0,104,104,CHW,CHA,CHA,False,False,False,False,False
2007,NL,CHN,CHC,C,1,162,81.0,85,77,Y,N,N,N,752,5643,1530,340,28,151,500,1054.0,86.0,33.0,40.0,37.0,690,650,4.04,2,10,39,4340,1340,165,573,1211,94,134.0,0.984,Chicago Cubs,Wrigley Field,3252462.0,105,104,CHC,CHN,CHN,False,True,False,False,True
2007,NL,CIN,CIN,C,5,162,81.0,72,90,N,N,N,N,783,5607,1496,293,23,204,536,1113.0,97.0,31.0,66.0,46.0,853,796,4.94,6,7,34,4349,1605,198,482,1068,95,155.0,0.984,Cincinnati Reds,Great American Ball Park,2058593.0,104,104,CIN,CIN,CIN,False,False,False,False,False
2007,AL,CLE,CLE,C,1,162,80.0,96,66,Y,N,N,N,811,5604,1504,305,27,178,590,1202.0,72.0,41.0,80.0,59.0,704,658,4.05,9,9,49,4388,1519,146,410,1047,92,167.0,0.985,Cleveland Indians,Jacobs Field,2275912.0,101,100,CLE,CLE,CLE,False,True,False,False,True
2007,NL,COL,COL,W,2,163,82.0,90,73,N,Y,Y,N,860,5691,1591,313,36,171,622,1152.0,100.0,31.0,58.0,44.0,758,706,4.32,4,7,39,4416,1497,164,504,967,68,180.0,0.989,Colorado Rockies,Coors Field,2376250.0,107,108,COL,COL,COL,True,False,True,False,True
2007,AL,DET,DET,C,2,162,81.0,88,74,N,N,N,N,887,5757,1652,352,50,177,474,1054.0,103.0,30.0,56.0,45.0,797,735,4.57,1,9,44,4342,1498,174,566,1047,99,148.0,0.984,Detroit Tigers,Comerica Park,3047133.0,102,101,DET,DET,DET,False,False,False,False,False
2007,NL,FLO,FLA,E,5,162,81.0,71,91,N,N,N,N,790,5627,1504,340,38,201,521,1332.0,105.0,34.0,82.0,42.0,891,793,4.94,0,4,40,4331,1617,176,661,1142,137,159.0,0.977,Florida Marlins,Dolphin Stadium,1370511.0,97,98,FLA,FLO,FLO,False,False,False,False,False
2007,NL,HOU,HOU,C,4,162,81.0,73,89,N,N,N,N,723,5605,1457,293,30,167,547,1043.0,65.0,33.0,55.0,40.0,813,761,4.68,2,6,38,4394,1566,206,510,1109,103,128.0,0.983,Houston Astros,Minute Maid Park,3020405.0,100,100,HOU,HOU,HOU,False,False,False,False,False
2007,AL,KCA,KCR,C,5,162,81.0,69,93,N,N,N,N,706,5534,1447,300,46,102,428,1069.0,78.0,44.0,89.0,47.0,778,716,4.48,2,6,36,4312,1547,168,520,993,106,160.0,0.982,Kansas City Royals,Kauffman Stadium,1616867.0,100,101,KCR,KCA,KCA,False,False,False,False,False
2007,AL,LAA,ANA,W,1,162,81.0,94,68,Y,N,N,N,822,5554,1578,324,23,123,507,883.0,139.0,55.0,40.0,65.0,731,674,4.23,5,9,43,4305,1480,151,477,1156,101,154.0,0.983,Los Angeles Angels of Anaheim,Angel Stadium,3365632.0,101,100,LAA,ANA,ANA,False,True,False,False,True
2007,NL,LAN,LAD,W,4,162,81.0,82,80,N,N,N,N,735,5614,1544,276,35,129,511,864.0,137.0,50.0,41.0,55.0,727,677,4.2,4,6,43,4350,1443,146,518,1184,114,160.0,0.981,Los Angeles Dodgers,Dodger Stadium,3857036.0,101,100,LAD,LAN,LAN,False,False,False,False,False
2007,NL,MIL,MIL,C,2,162,81.0,83,79,N,N,N,N,801,5554,1455,310,37,231,501,1137.0,96.0,32.0,76.0,47.0,776,708,4.41,3,6,49,4333,1513,161,507,1174,109,144.0,0.982,Milwaukee Brewers,Miller Park,2869144.0,100,100,MIL,ML4,MIL,False,False,False,False,False
2007,AL,MIN,MIN,C,3,162,81.0,79,83,N,N,N,N,718,5522,1460,273,36,118,512,839.0,112.0,30.0,48.0,45.0,725,663,4.15,5,8,38,4310,1505,185,420,1094,95,151.0,0.984,Minnesota Twins,Hubert H Humphrey Metrodome,2296383.0,95,95,MIN,MIN,MIN,False,False,False,False,False
2007,AL,NYA,NYY,E,2,162,81.0,94,68,N,Y,N,N,968,5717,1656,326,32,201,637,991.0,123.0,40.0,78.0,54.0,777,724,4.49,1,5,34,4352,1498,150,578,1009,88,174.0,0.985,New York Yankees,Yankee Stadium II,4271083.0,101,100,NYY,NYA,NYA,True,False,False,False,True
2007,NL,NYN,NYM,E,2,162,81.0,88,74,N,N,N,N,804,5605,1543,294,27,177,549,981.0,200.0,46.0,54.0,58.0,750,687,4.26,2,10,39,4357,1415,165,570,1134,101,124.0,0.983,New York Mets,Shea Stadium,3853955.0,98,97,NYM,NYN,NYN,False,False,False,False,False
2007,AL,OAK,OAK,W,3,162,81.0,76,86,N,N,N,N,741,5577,1430,295,16,171,664,1119.0,52.0,20.0,49.0,56.0,758,689,4.28,4,9,36,4344,1468,138,530,1036,90,153.0,0.985,Oakland Athletics,McAfee Coliseum,1921844.0,94,94,OAK,OAK,OAK,False,False,False,False,False
2007,NL,PHI,PHI,E,1,162,81.0,89,73,Y,N,N,N,892,5688,1558,326,41,213,641,1205.0,138.0,19.0,90.0,52.0,821,767,4.73,5,5,42,4375,1555,198,558,1050,89,162.0,0.986,Philadelphia Phillies,Citizens Bank Park,3108325.0,104,103,PHI,PHI,PHI,False,True,False,False,True
2007,NL,PIT,PIT,C,6,162,81.0,68,94,N,N,N,N,724,5569,1463,322,31,148,463,1135.0,68.0,30.0,71.0,51.0,846,793,4.93,4,5,32,4343,1627,174,518,997,83,190.0,0.986,Pittsburgh Pirates,PNC Park,1749142.0,97,98,PIT,PIT,PIT,False,False,False,False,False
2007,NL,SDN,SDP,W,3,163,81.0,89,74,N,N,N,N,741,5612,1408,322,31,171,557,1229.0,55.0,24.0,49.0,44.0,666,611,3.7,1,20,45,4454,1406,119,474,1136,92,147.0,0.985,San Diego Padres,Petco Park,2790074.0,90,90,SDP,SDN,SDN,False,False,False,False,False
2007,AL,SEA,SEA,W,2,162,82.0,88,74,N,N,N,N,794,5684,1629,284,22,153,389,861.0,81.0,30.0,62.0,40.0,813,754,4.73,6,12,43,4303,1578,147,546,1020,90,167.0,0.985,Seattle Mariners,Safeco Field,2672223.0,96,97,SEA,SEA,SEA,False,False,False,False,False
2007,NL,SFN,SFG,W,5,162,81.0,71,91,N,N,N,N,683,5538,1407,267,37,131,532,907.0,119.0,33.0,39.0,36.0,720,677,4.19,5,10,37,4361,1442,133,593,1057,88,148.0,0.986,San Francisco Giants,AT&T Park,3223215.0,101,101,SFG,SFN,SFN,False,False,False,False,False
2007,NL,SLN,STL,C,3,162,81.0,78,84,N,N,N,N,725,5529,1513,279,13,141,506,909.0,56.0,33.0,54.0,54.0,829,741,4.65,2,8,34,4307,1514,168,509,945,121,155.0,0.98,St. Louis Cardinals,Busch Stadium III,3552180.0,99,99,STL,SLN,SLN,False,False,False,False,False
2007,AL,TBA,TBD,E,5,162,81.0,66,96,N,N,N,N,782,5593,1500,291,36,187,545,1324.0,131.0,48.0,53.0,52.0,944,879,5.53,2,2,28,4289,1649,199,568,1194,117,155.0,0.98,Tampa Bay Devil Rays,Tropicana Field,1387603.0,98,100,TBD,TBA,TBA,False,False,False,False,False
2007,AL,TEX,TEX,W,4,162,81.0,75,87,N,N,N,N,816,5555,1460,298,36,179,503,1224.0,88.0,25.0,56.0,42.0,844,755,4.75,0,6,42,4290,1525,155,668,976,124,179.0,0.98,Texas Rangers,Rangers Ballpark in Arlington,2353862.0,101,101,TEX,TEX,TEX,False,False,False,False,False
2007,AL,TOR,TOR,E,3,162,81.0,83,79,N,N,N,N,753,5536,1434,344,24,165,533,1044.0,57.0,22.0,47.0,48.0,699,644,4.0,11,9,44,4346,1383,157,479,1067,102,160.0,0.984,Toronto Blue Jays,Rogers Centre,2360644.0,100,99,TOR,TOR,TOR,False,False,False,False,False
2007,NL,WAS,WSN,E,4,162,81.0,73,89,N,N,N,N,673,5520,1415,309,31,123,524,1128.0,69.0,23.0,53.0,41.0,783,736,4.58,0,6,46,4340,1502,187,580,931,109,153.0,0.982,Washington Nationals,R.F.K. Stadium,1943812.0,94,95,WSN,MON,WAS,False,False,False,False,False
2008,NL,ARI,ARI,W,2,162,81.0,82,80,N,N,N,N,720,5409,1355,318,47,159,587,1287.0,58.0,23.0,49.0,43.0,706,635,3.98,6,9,39,4304,1403,147,451,1229,113,137.0,0.981,Arizona Diamondbacks,Chase Field,2509924.0,108,108,ARI,ARI,ARI,False,False,False,False,False
2008,NL,ATL,ATL,E,4,162,81.0,72,90,N,N,N,N,753,5604,1514,316,33,130,618,1023.0,58.0,27.0,42.0,34.0,778,714,4.46,2,7,26,4322,1439,156,586,1076,107,149.0,0.983,Atlanta Braves,Turner Field,2532834.0,98,98,ATL,ATL,ATL,False,False,False,False,False
2008,AL,BAL,BAL,E,5,161,81.0,68,93,N,N,N,N,782,5559,1486,322,30,172,533,990.0,81.0,37.0,42.0,48.0,869,810,5.13,4,4,35,4266,1538,184,687,922,100,163.0,0.983,Baltimore Orioles,Oriole Park at Camden Yards,1950075.0,101,102,BAL,BAL,BAL,False,False,False,False,False
2008,AL,BOS,BOS,E,2,162,81.0,95,67,N,Y,N,N,845,5596,1565,353,33,173,646,1068.0,120.0,35.0,70.0,62.0,694,645,4.01,5,16,47,4339,1369,147,548,1185,85,149.0,0.986,Boston Red Sox,Fenway Park II,3048250.0,108,106,BOS,BOS,BOS,True,False,False,False,True
2008,AL,CHA,CHW,C,1,163,82.0,89,74,Y,N,N,N,811,5553,1458,296,13,235,540,1016.0,67.0,34.0,63.0,47.0,729,658,4.06,4,10,34,4373,1471,156,460,1147,108,155.0,0.983,Chicago White Sox,U.S. Cellular Field,2500648.0,105,105,CHW,CHA,CHA,False,True,False,False,True
2008,NL,CHN,CHC,C,1,161,81.0,97,64,Y,N,N,N,855,5588,1552,329,21,184,636,1186.0,87.0,34.0,50.0,45.0,671,624,3.87,2,8,44,4352,1329,160,548,1264,99,118.0,0.983,Chicago Cubs,Wrigley Field,3300200.0,108,107,CHC,CHN,CHN,False,True,False,False,True
2008,NL,CIN,CIN,C,5,162,81.0,74,88,N,N,N,N,704,5465,1351,269,24,187,560,1125.0,85.0,47.0,50.0,41.0,800,729,4.55,2,6,34,4327,1542,201,557,1227,114,156.0,0.981,Cincinnati Reds,Great American Ball Park,2058632.0,102,103,CIN,CIN,CIN,False,False,False,False,False
2008,AL,CLE,CLE,C,3,162,81.0,81,81,N,N,N,N,805,5543,1455,339,22,171,560,1213.0,77.0,29.0,103.0,49.0,761,711,4.45,10,13,31,4311,1530,170,444,986,94,182.0,0.985,Cleveland Indians,Jacobs Field,2169760.0,98,98,CLE,CLE,CLE,False,False,False,False,False
2008,NL,COL,COL,W,3,162,81.0,74,88,N,N,N,N,747,5557,1462,310,28,160,570,1209.0,141.0,37.0,57.0,38.0,822,766,4.77,3,8,36,4338,1547,148,562,1041,96,176.0,0.985,Colorado Rockies,Coors Field,2650218.0,109,109,COL,COL,COL,False,False,False,False,False
2008,AL,DET,DET,C,5,162,81.0,74,88,N,N,N,N,821,5641,1529,293,41,200,572,1076.0,63.0,31.0,44.0,44.0,857,786,4.9,1,2,34,4335,1541,172,644,991,113,172.0,0.981,Detroit Tigers,Comerica Park,3202645.0,103,103,DET,DET,DET,False,False,False,False,False
2008,NL,FLO,FLA,E,3,161,81.0,84,77,N,N,N,N,770,5499,1397,302,28,208,543,1371.0,76.0,28.0,69.0,46.0,767,707,4.43,2,8,36,4306,1421,161,586,1127,117,122.0,0.98,Florida Marlins,Dolphin Stadium,1335076.0,101,101,FLA,FLO,FLO,False,False,False,False,False
2008,NL,HOU,HOU,C,3,161,80.0,86,75,N,N,N,N,712,5451,1432,284,22,167,449,1051.0,114.0,52.0,52.0,41.0,743,691,4.36,4,13,48,4276,1453,197,492,1095,67,142.0,0.989,Houston Astros,Minute Maid Park,2779487.0,98,98,HOU,HOU,HOU,False,False,False,False,False
2008,AL,KCA,KCR,C,4,162,81.0,75,87,N,N,N,N,691,5608,1507,303,28,120,392,1005.0,79.0,38.0,50.0,36.0,781,720,4.48,2,8,44,4337,1473,159,515,1085,96,159.0,0.984,Kansas City Royals,Kauffman Stadium,1578922.0,98,100,KCR,KCA,KCA,False,False,False,False,False
