year,league_id,team_id,franchise_id,div_id,rank,g,ghome,w,l,div_win,wc_win,lg_win,ws_win,r,ab,h,double,triple,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,team_id_br,team_id_lahman45,team_id_retro,make_playoffs_wild_card,make_playoffs_win_division,make_playoffs_win_league,make_playoffs_win_worldseries,make_playoffs
2002,NL,PHI,PHI,E,3,161,79.0,80,81,N,N,N,N,710,5523,1428,325,41,165,640,1095.0,104.0,43.0,53.0,39.0,724,671,4.17,5,9,47,4349,1381,153,570,1075,88,156.0,0.986,Philadelphia Phillies,Veterans Stadium,1618467.0,94,94,PHI,PHI,PHI,False,False,False,False,False
2002,NL,PIT,PIT,C,4,161,79.0,72,89,N,N,N,N,641,5330,1300,263,20,142,537,1109.0,86.0,49.0,73.0,41.0,730,664,4.23,2,7,47,4238,1447,163,572,920,115,177.0,0.982,Pittsburgh Pirates,PNC Park,1784988.0,102,103,PIT,PIT,PIT,False,False,False,False,False
2002,NL,SDN,SDP,W,5,162,81.0,66,96,N,N,N,N,662,5515,1393,243,29,136,547,1062.0,71.0,44.0,30.0,41.0,815,737,4.62,5,10,40,4309,1522,177,582,1108,128,162.0,0.979,San Diego Padres,Qualcomm Stadium,2220601.0,90,91,SDP,SDN,SDN,False,False,False,False,False
2002,AL,SEA,SEA,W,3,162,81.0,93,69,N,N,N,N,814,5569,1531,285,31,152,629,1003.0,137.0,58.0,51.0,72.0,699,654,4.07,8,12,43,4336,1422,178,441,1063,88,134.0,0.985,Seattle Mariners,Safeco Field,3542938.0,97,95,SEA,SEA,SEA,False,False,False,False,False
2002,NL,SFN,SFG,W,2,162,81.0,95,66,N,Y,Y,N,783,5497,1465,300,35,198,616,961.0,74.0,21.0,65.0,52.0,616,566,3.54,10,13,43,4312,1349,116,523,992,90,166.0,0.985,San Francisco Giants,PacBell Park,3253203.0,95,94,SFG,SFN,SFN,True,False,True,False,True
2002,NL,SLN,STL,C,1,162,81.0,97,65,Y,N,N,N,787,5505,1475,285,26,175,542,927.0,86.0,42.0,67.0,49.0,648,595,3.7,4,9,42,4339,1355,141,547,1009,103,168.0,0.983,St. Louis Cardinals,Busch Stadium II,3011756.0,98,97,STL,SLN,SLN,False,True,False,False,True
2002,AL,TBA,TBD,E,5,161,81.0,55,106,N,N,N,N,673,5604,1418,297,35,133,456,1115.0,102.0,45.0,58.0,36.0,918,846,5.29,12,3,25,4321,1567,215,620,925,126,168.0,0.979,Tampa Bay Devil Rays,Tropicana Field,1065742.0,97,99,TBD,TBA,TBA,False,False,False,False,False
2002,AL,TEX,TEX,W,4,162,80.0,72,90,N,N,N,N,843,5618,1510,304,27,230,554,1055.0,62.0,34.0,62.0,50.0,882,824,5.15,4,4,33,4319,1528,194,669,1030,99,152.0,0.984,Texas Rangers,The Ballpark at Arlington,2352397.0,106,107,TEX,TEX,TEX,False,False,False,False,False
2002,AL,TOR,TOR,E,3,162,81.0,78,84,N,N,N,N,813,5581,1457,305,38,187,522,1142.0,71.0,18.0,53.0,57.0,828,767,4.8,6,6,41,4315,1504,177,590,991,107,159.0,0.982,Toronto Blue Jays,Skydome,1637900.0,104,104,TOR,TOR,TOR,False,False,False,False,False
2003,AL,ANA,ANA,W,3,162,82.0,77,85,N,N,N,N,736,5487,1473,276,33,150,476,838.0,129.0,61.0,56.0,50.0,743,680,4.28,5,9,39,4294,1444,190,486,980,105,138.0,0.982,Anaheim Angels,Edison International Field,3061094.0,98,97,ANA,ANA,ANA,False,False,False,False,False
2003,NL,ARI,ARI,W,3,162,81.0,84,78,N,N,N,N,717,5570,1467,303,47,152,531,1006.0,76.0,38.0,45.0,52.0,685,621,3.84,7,11,42,4365,1379,150,526,1291,107,132.0,0.983,Arizona Diamondbacks,Bank One Ballpark,2805542.0,108,109,ARI,ARI,ARI,False,False,False,False,False
2003,NL,ATL,ATL,E,1,162,81.0,101,61,Y,N,N,N,907,5670,1608,321,31,235,545,933.0,68.0,22.0,49.0,49.0,740,663,4.1,4,7,51,4369,1425,147,555,992,121,166.0,0.981,Atlanta Braves,Turner Field,2401084.0,101,100,ATL,ATL,ATL,False,True,False,False,True
2003,AL,BAL,BAL,E,4,163,81.0,71,91,N,N,N,N,743,5665,1516,277,24,152,431,902.0,89.0,36.0,54.0,40.0,820,767,4.76,9,3,41,4349,1579,198,526,981,105,164.0,0.983,Baltimore Orioles,Oriole Park at Camden Yards,2454523.0,99,99,BAL,BAL,BAL,False,False,False,False,False
2003,AL,BOS,BOS,E,2,162,81.0,95,67,N,Y,N,N,961,5769,1667,371,40,238,620,943.0,88.0,35.0,53.0,64.0,809,729,4.48,5,6,36,4394,1503,153,488,1141,113,130.0,0.982,Boston Red Sox,Fenway Park II,2724165.0,105,103,BOS,BOS,BOS,True,False,False,False,True
2003,AL,CHA,CHW,C,2,162,81.0,86,76,N,N,N,N,791,5487,1445,303,19,220,519,916.0,77.0,29.0,58.0,41.0,715,663,4.17,12,4,36,4293,1364,162,518,1056,93,154.0,0.984,Chicago White Sox,U.S. Cellular Field,1939524.0,102,102,CHW,CHA,CHA,False,False,False,False,False
2003,NL,CHN,CHC,C,1,162,81.0,88,74,Y,N,N,N,724,5519,1431,302,24,172,492,1158.0,73.0,31.0,50.0,46.0,683,619,3.83,13,14,36,4369,1304,143,617,1404,106,157.0,0.983,Chicago Cubs,Wrigley Field,2962630.0,101,101,CHC,CHN,CHN,False,True,False,False,True
2003,NL,CIN,CIN,C,5,162,81.0,69,93,N,N,N,N,694,5509,1349,239,21,182,524,1326.0,80.0,34.0,79.0,32.0,886,818,5.09,4,5,38,4339,1578,209,590,932,141,152.0,0.977,Cincinnati Reds,Great American Ball Park,2355259.0,95,96,CIN,CIN,CIN,False,False,False,False,False
2003,AL,CLE,CLE,C,4,162,81.0,68,94,N,N,N,N,699,5572,1413,296,26,158,466,1062.0,86.0,61.0,62.0,41.0,778,682,4.21,5,7,34,4378,1477,179,501,943,126,178.0,0.98,Cleveland Indians,Jacobs Field,1730002.0,96,97,CLE,CLE,CLE,False,False,False,False,False
2003,NL,COL,COL,W,4,162,81.0,74,88,N,N,N,N,853,5518,1472,330,31,198,619,1134.0,63.0,37.0,52.0,38.0,892,821,5.2,3,4,34,4260,1629,200,552,866,116,165.0,0.981,Colorado Rockies,Coors Field,2334085.0,115,116,COL,COL,COL,False,False,False,False,False
2003,AL,DET,DET,C,5,162,81.0,43,119,N,N,N,N,591,5466,1312,201,39,153,443,1099.0,98.0,63.0,47.0,49.0,928,847,5.3,3,5,27,4316,1616,195,557,764,138,194.0,0.978,Detroit Tigers,Comerica Park,1368245.0,93,95,DET,DET,DET,False,False,False,False,False
2003,NL,FLO,FLA,E,2,162,81.0,91,71,N,Y,Y,Y,751,5490,1459,292,44,157,515,978.0,150.0,74.0,57.0,41.0,692,648,4.04,7,11,36,4336,1415,128,530,1132,78,162.0,0.987,Florida Marlins,Pro Player Stadium,1303215.0,98,98,FLA,FLO,FLO,True,False,True,True,True
2003,NL,HOU,HOU,C,2,162,81.0,87,75,N,N,N,N,805,5583,1466,308,30,191,557,1021.0,66.0,30.0,81.0,38.0,677,622,3.86,1,5,50,4350,1350,161,565,1139,95,149.0,0.985,Houston Astros,Minute Maid Park,2454241.0,103,102,HOU,HOU,HOU,False,False,False,False,False
2003,AL,KCA,KCR,C,3,162,80.0,83,79,N,N,N,N,836,5568,1526,288,39,162,476,926.0,120.0,42.0,75.0,57.0,867,808,5.05,7,10,36,4316,1569,190,566,865,108,143.0,0.982,Kansas City Royals,Kauffman Stadium,1779895.0,107,108,KCR,KCA,KCA,False,False,False,False,False
2003,NL,LAN,LAD,W,2,162,81.0,85,77,N,N,N,N,574,5458,1328,260,25,124,407,985.0,80.0,36.0,72.0,28.0,556,511,3.16,3,17,58,4373,1254,127,526,1289,119,164.0,0.981,Los Angeles Dodgers,Dodger Stadium,3138626.0,94,94,LAD,LAN,LAN,False,False,False,False,False
2003,NL,MIL,MIL,C,6,162,81.0,68,94,N,N,N,N,714,5548,1423,266,24,196,547,1221.0,99.0,39.0,71.0,40.0,873,810,5.02,5,3,44,4356,1590,219,575,1034,114,142.0,0.981,Milwaukee Brewers,Miller Park,1700354.0,98,100,MIL,ML4,MIL,False,False,False,False,False
2003,AL,MIN,MIN,C,1,162,81.0,90,72,Y,N,N,N,801,5655,1567,318,45,155,512,1027.0,94.0,44.0,63.0,52.0,758,716,4.41,7,8,45,4386,1526,187,402,997,87,114.0,0.985,Minnesota Twins,Hubert H Humphrey Metrodome,1946011.0,101,100,MIN,MIN,MIN,False,True,False,False,True
2003,NL,MON,WSN,E,4,162,81.0,83,79,N,N,N,N,711,5437,1404,294,25,144,522,990.0,100.0,39.0,45.0,40.0,716,640,4.01,15,10,42,4313,1467,181,463,1028,102,152.0,0.983,Montreal Expos,Stade Olympique/Hiram Bithorn Stadium,1025639.0,105,105,MON,MON,MON,False,False,False,False,False
2003,AL,NYA,NYY,E,1,163,82.0,101,61,Y,N,Y,N,877,5605,1518,304,14,230,684,1042.0,98.0,33.0,81.0,35.0,716,653,4.02,8,12,49,4386,1512,145,375,1119,114,126.0,0.981,New York Yankees,Yankee Stadium II,3465600.0,98,97,NYY,NYA,NYA,False,True,True,False,True
2003,NL,NYN,NYM,E,5,161,80.0,66,95,N,N,N,N,642,5341,1317,262,24,124,489,1035.0,70.0,31.0,54.0,45.0,754,704,4.48,3,10,38,4240,1497,168,576,907,118,158.0,0.98,New York Mets,Shea Stadium,2140599.0,97,98,NYM,NYN,NYN,False,False,False,False,False
2003,AL,OAK,OAK,W,1,162,81.0,96,66,Y,N,N,N,768,5497,1398,317,24,176,556,898.0,48.0,14.0,59.0,53.0,643,582,3.63,16,14,48,4325,1336,140,499,1018,107,145.0,0.983,Oakland Athletics,Oakland Coliseum,2216596.0,99,98,OAK,OAK,OAK,False,True,False,False,True
2003,NL,PHI,PHI,E,3,162,81.0,86,76,N,N,N,N,791,5543,1448,325,27,166,651,1155.0,72.0,29.0,55.0,38.0,697,648,4.04,9,13,33,4331,1386,142,536,1060,97,146.0,0.984,Philadelphia Phillies,Veterans Stadium,2259948.0,93,93,PHI,PHI,PHI,False,False,False,False,False
2003,NL,PIT,PIT,C,4,162,81.0,75,87,N,N,N,N,753,5581,1492,275,45,163,529,1049.0,86.0,37.0,87.0,38.0,801,744,4.64,7,10,44,4333,1527,178,502,926,123,159.0,0.98,Pittsburgh Pirates,PNC Park,1636751.0,102,102,PIT,PIT,PIT,False,False,False,False,False
2003,NL,SDN,SDP,W,5,162,81.0,64,98,N,N,N,N,678,5531,1442,257,32,128,565,1073.0,76.0,39.0,57.0,42.0,831,774,4.87,2,10,31,4294,1458,208,611,1091,102,141.0,0.983,San Diego Padres,Qualcomm Stadium,2030084.0,91,92,SDP,SDN,SDN,False,False,False,False,False
2003,AL,SEA,SEA,W,2,162,81.0,93,69,N,N,N,N,795,5561,1509,290,33,139,586,989.0,108.0,37.0,53.0,46.0,637,602,3.76,8,15,38,4323,1340,173,466,1001,65,159.0,0.989,Seattle Mariners,Safeco Field,3268509.0,95,95,SEA,SEA,SEA,False,False,False,False,False
2003,NL,SFN,SFG,W,1,161,81.0,100,61,Y,N,N,N,755,5456,1440,281,29,180,593,980.0,53.0,37.0,40.0,39.0,638,595,3.73,7,10,43,4312,1349,136,546,1006,80,163.0,0.987,San Francisco Giants,PacBell Park,3264898.0,99,98,SFG,SFN,SFN,False,True,False,False,True
2003,NL,SLN,STL,C,3,162,81.0,85,77,N,N,N,N,876,5672,1580,342,32,196,580,952.0,82.0,32.0,73.0,54.0,796,748,4.6,9,10,41,4391,1544,210,508,969,77,138.0,0.987,St. Louis Cardinals,Busch Stadium II,2910386.0,97,96,STL,SLN,SLN,False,False,False,False,False
2003,AL,TBA,TBD,E,5,162,81.0,63,99,N,N,N,N,715,5654,1501,298,38,137,420,1030.0,142.0,42.0,56.0,50.0,852,787,4.93,7,7,30,4310,1454,196,639,877,103,158.0,0.983,Tampa Bay Devil Rays,Tropicana Field,1058695.0,95,97,TBD,TBA,TBA,False,False,False,False,False
2003,AL,TEX,TEX,W,4,162,81.0,71,91,N,N,N,N,826,5664,1506,274,36,239,488,1052.0,65.0,25.0,75.0,42.0,969,903,5.67,4,3,43,4300,1625,208,603,1009,94,168.0,0.985,Texas Rangers,The Ballpark at Arlington,2094394.0,111,111,TEX,TEX,TEX,False,False,False,False,False
2003,AL,TOR,TOR,E,3,162,81.0,86,76,N,N,N,N,894,5661,1580,357,33,190,546,1081.0,37.0,25.0,90.0,56.0,826,748,4.69,14,6,35,4305,1560,184,485,984,117,161.0,0.981,Toronto Blue Jays,Skydome,1799458.0,104,104,TOR,TOR,TOR,False,False,False,False,False
2004,AL,ANA,ANA,W,1,162,81.0,92,70,Y,N,N,N,836,5675,1603,272,37,162,450,942.0,143.0,46.0,73.0,41.0,734,692,4.28,2,11,50,4363,1476,170,502,1164,90,126.0,0.985,Anaheim Angels,Angels Stadium of Anaheim,3375677.0,97,97,ANA,ANA,ANA,False,True,False,False,True
2004,NL,ARI,ARI,W,5,162,81.0,51,111,N,N,N,N,615,5544,1401,295,38,135,441,1022.0,53.0,32.0,35.0,37.0,899,794,4.98,5,6,33,4308,1480,197,668,1153,139,144.0,0.977,Arizona Diamondbacks,Bank One Ballpark,2519560.0,105,107,ARI,ARI,ARI,False,False,False,False,False
2004,NL,ATL,ATL,E,1,162,81.0,96,66,Y,N,N,N,803,5570,1503,304,37,178,587,1158.0,86.0,32.0,59.0,48.0,668,603,3.74,4,13,48,4350,1475,154,523,1025,116,171.0,0.981,Atlanta Braves,Turner Field,2327565.0,101,100,ATL,ATL,ATL,False,True,False,False,True
2004,AL,BAL,BAL,E,3,162,81.0,78,84,N,N,N,N,842,5736,1614,319,18,169,528,949.0,101.0,41.0,57.0,62.0,830,760,4.7,8,10,27,4366,1488,159,687,1090,110,161.0,0.982,Baltimore Orioles,Oriole Park at Camden Yards,2744018.0,98,99,BAL,BAL,BAL,False,False,False,False,False
2004,AL,BOS,BOS,E,2,162,81.0,98,64,N,Y,Y,Y,949,5720,1613,373,25,222,659,1189.0,68.0,30.0,69.0,55.0,768,674,4.18,4,12,36,4354,1430,159,447,1132,118,129.0,0.981,Boston Red Sox,Fenway Park II,2837294.0,106,105,BOS,BOS,BOS,True,False,True,True,True
2004,AL,CHA,CHW,C,2,162,81.0,83,79,N,N,N,N,865,5534,1481,284,19,242,499,1030.0,78.0,51.0,63.0,42.0,831,782,4.91,8,8,34,4297,1505,224,527,1013,100,167.0,0.984,Chicago White Sox,U.S. Cellular Field,1930537.0,102,102,CHW,CHA,CHA,False,False,False,False,False
2004,NL,CHN,CHC,C,3,162,82.0,89,73,N,N,N,N,789,5628,1508,308,29,235,489,1080.0,66.0,28.0,38.0,48.0,665,621,3.81,3,6,42,4396,1363,169,545,1346,86,126.0,0.986,Chicago Cubs,Wrigley Field,3170154.0,103,102,CHC,CHN,CHN,False,False,False,False,False
2004,NL,CIN,CIN,C,4,162,81.0,76,86,N,N,N,N,750,5518,1380,287,28,194,599,1335.0,77.0,25.0,81.0,25.0,907,832,5.19,5,8,47,4331,1595,236,572,992,113,123.0,0.981,Cincinnati Reds,Great American Ball Park,2287250.0,98,99,CIN,CIN,CIN,False,False,False,False,False
2004,AL,CLE,CLE,C,3,162,81.0,80,82,N,N,N,N,858,5676,1565,345,29,184,606,1009.0,94.0,55.0,78.0,42.0,857,784,4.81,8,8,32,4400,1553,201,579,1115,106,152.0,0.983,Cleveland Indians,Jacobs Field,1814401.0,94,94,CLE,CLE,CLE,False,False,False,False,False
2004,NL,COL,COL,W,4,162,81.0,68,94,N,N,N,N,833,5577,1531,331,34,202,568,1181.0,44.0,33.0,54.0,37.0,923,883,5.54,3,2,36,4306,1634,198,697,947,89,161.0,0.986,Colorado Rockies,Coors Field,2338069.0,113,114,COL,COL,COL,False,False,False,False,False
2004,AL,DET,DET,C,4,162,81.0,72,90,N,N,N,N,827,5623,1531,284,54,201,518,1144.0,86.0,50.0,50.0,43.0,844,788,4.93,7,9,35,4319,1542,190,530,995,144,160.0,0.977,Detroit Tigers,Comerica Park,1917004.0,95,96,DET,DET,DET,False,False,False,False,False
2004,NL,FLO,FLA,E,3,162,80.0,83,79,N,N,N,N,718,5486,1447,275,32,148,499,968.0,96.0,43.0,58.0,40.0,700,655,4.1,6,14,53,4317,1395,166,513,1116,86,153.0,0.986,Florida Marlins,Pro Player Stadium,1723105.0,95,95,FLA,FLO,FLO,False,False,False,False,False
2004,NL,HOU,HOU,C,2,162,81.0,92,70,N,Y,N,N,803,5468,1458,294,36,187,590,999.0,89.0,30.0,61.0,52.0,698,650,4.05,2,13,47,4329,1416,174,525,1282,101,136.0,0.983,Houston Astros,Minute Maid Park,3087872.0,102,101,HOU,HOU,HOU,True,False,False,False,True
2004,AL,KCA,KCR,C,5,162,80.0,58,104,N,N,N,N,720,5538,1432,261,29,150,461,1057.0,67.0,48.0,76.0,38.0,905,813,5.15,6,3,25,4261,1638,208,518,887,131,169.0,0.978,Kansas City Royals,Kauffman Stadium,1661478.0,102,103,KCR,KCA,KCA,False,False,False,False,False
2004,NL,LAN,LAD,W,1,162,81.0,93,69,Y,N,N,N,761,5542,1450,226,30,203,536,1092.0,102.0,41.0,62.0,35.0,684,647,4.01,2,6,51,4360,1386,178,521,1066,73,145.0,0.988,Los Angeles Dodgers,Dodger Stadium,3488283.0,95,95,LAD,LAN,LAN,False,True,False,False,True
2004,NL,MIL,MIL,C,6,161,81.0,67,94,N,N,N,N,634,5483,1358,295,32,135,540,1312.0,138.0,40.0,68.0,40.0,757,679,4.24,6,10,42,4326,1440,164,476,1098,117,132.0,0.981,Milwaukee Brewers,Miller Park,2062382.0,100,101,MIL,ML4,MIL,False,False,False,False,False
2004,AL,MIN,MIN,C,1,162,81.0,92,70,Y,N,N,N,780,5623,1494,310,24,191,513,982.0,116.0,46.0,64.0,40.0,715,661,4.03,4,9,48,4428,1523,167,431,1123,101,158.0,0.984,Minnesota Twins,Hubert H Humphrey Metrodome,1911490.0,103,102,MIN,MIN,MIN,False,True,False,False,True
2004,NL,MON,WSN,E,5,162,80.0,67,95,N,N,N,N,635,5474,1361,276,27,151,496,925.0,109.0,38.0,35.0,33.0,769,696,4.33,11,11,31,4341,1477,191,582,1032,99,172.0,0.984,Montreal Expos,Stade Olympique/Hiram Bithorn Stadium,749550.0,105,105,MON,MON,MON,False,False,False,False,False
2004,AL,NYA,NYY,E,1,162,81.0,101,61,Y,N,N,N,897,5527,1483,281,20,242,670,982.0,84.0,33.0,80.0,50.0,808,752,4.69,1,5,59,4331,1532,182,445,1058,99,148.0,0.984,New York Yankees,Yankee Stadium II,3775292.0,98,97,NYY,NYA,NYA,False,True,False,False,True
2004,NL,NYN,NYM,E,4,162,81.0,71,91,N,N,N,N,684,5532,1376,289,20,185,512,1159.0,107.0,23.0,61.0,34.0,731,658,4.09,2,6,31,4347,1452,156,592,977,137,144.0,0.978,New York Mets,Shea Stadium,2318951.0,99,99,NYM,NYN,NYN,False,False,False,False,False
2004,AL,OAK,OAK,W,2,162,81.0,91,71,N,N,N,N,793,5728,1545,336,15,189,608,1061.0,47.0,22.0,55.0,43.0,742,682,4.17,10,8,35,4414,1466,164,544,1034,91,172.0,0.986,Oakland Athletics,Network Associates Coliseum,2201516.0,99,98,OAK,OAK,OAK,False,False,False,False,False
2004,NL,PHI,PHI,E,2,162,81.0,86,76,N,N,N,N,840,5643,1505,303,23,215,645,1133.0,100.0,27.0,58.0,46.0,781,724,4.45,4,5,43,4388,1488,214,502,1070,81,142.0,0.987,Philadelphia Phillies,Citizens Bank Park,3250092.0,105,104,PHI,PHI,PHI,False,False,False,False,False
2004,NL,PIT,PIT,C,5,161,80.0,72,89,N,N,N,N,680,5483,1428,267,39,142,415,1066.0,63.0,40.0,95.0,42.0,744,680,4.29,3,8,46,4284,1451,149,576,1079,103,189.0,0.983,Pittsburgh Pirates,PNC Park,1580031.0,99,100,PIT,PIT,PIT,False,False,False,False,False
2004,NL,SDN,SDP,W,3,162,81.0,87,75,N,N,N,N,768,5573,1521,304,32,139,566,910.0,52.0,25.0,56.0,66.0,705,645,4.03,3,8,44,4323,1460,184,422,1079,108,146.0,0.982,San Diego Padres,Petco Park,3016752.0,90,90,SDP,SDN,SDN,False,False,False,False,False
2004,AL,SEA,SEA,W,4,162,82.0,63,99,N,N,N,N,698,5722,1544,276,20,136,492,1058.0,110.0,42.0,54.0,48.0,823,772,4.76,7,7,28,4378,1498,212,575,1036,103,140.0,0.983,Seattle Mariners,Safeco Field,2940731.0,97,98,SEA,SEA,SEA,False,False,False,False,False
2004,NL,SFN,SFG,W,2,162,82.0,91,71,N,N,N,N,850,5546,1500,314,33,183,705,874.0,43.0,23.0,72.0,51.0,770,695,4.29,8,8,46,4371,1481,161,548,1020,101,153.0,0.984,San Francisco Giants,SBC Park,3256854.0,101,101,SFG,SFN,SFN,False,False,False,False,False
2004,NL,SLN,STL,C,1,162,81.0,105,57,Y,N,Y,N,855,5555,1544,319,24,214,548,1085.0,111.0,47.0,51.0,70.0,659,605,3.75,4,12,57,4361,1378,169,440,1041,97,154.0,0.985,St. Louis Cardinals,Busch Stadium II,3048427.0,100,99,STL,SLN,SLN,False,True,True,False,True
2004,AL,TBA,TBD,E,4,161,80.0,70,91,N,N,N,N,714,5483,1416,278,46,145,469,944.0,132.0,42.0,55.0,56.0,842,757,4.81,3,5,35,4251,1459,192,580,923,119,139.0,0.98,Tampa Bay Devil Rays,Tropicana Field,1274911.0,96,98,TBD,TBA,TBA,False,False,False,False,False
2004,AL,TEX,TEX,W,3,162,81.0,89,73,N,N,N,N,860,5615,1492,323,34,227,500,1099.0,69.0,36.0,61.0,57.0,794,724,4.53,5,9,52,4319,1536,182,547,979,117,152.0,0.981,Texas Rangers,The Ballpark at Arlington,2513685.0,108,109,TEX,TEX,TEX,False,False,False,False,False
2004,AL,TOR,TOR,E,5,161,81.0,67,94,N,N,N,N,719,5531,1438,290,34,145,513,1083.0,58.0,31.0,71.0,42.0,823,775,4.91,6,11,37,4263,1505,181,608,956,91,150.0,0.985,Toronto Blue Jays,Skydome,1900041.0,104,104,TOR,TOR,TOR,False,False,False,False,False
2005,NL,ARI,ARI,W,2,162,81.0,77,85,N,N,N,N,696,5550,1419,291,27,191,606,1094.0,67.0,26.0,55.0,45.0,856,783,4.84,6,10,45,4369,1580,193,537,1038,94,159.0,0.985,Arizona Diamondbacks,Bank One Ballpark,2059424.0,103,105,ARI,ARI,ARI,False,False,False,False,False
2005,NL,ATL,ATL,E,1,162,81.0,90,72,Y,N,N,N,769,5486,1453,308,37,184,534,1084.0,92.0,32.0,45.0,46.0,674,639,3.98,8,12,38,4331,1487,145,520,929,86,170.0,0.986,Atlanta Braves,Turner Field,2521167.0,101,100,ATL,ATL,ATL,False,True,False,False,True
2005,AL,BAL,BAL,E,4,162,81.0,74,88,N,N,N,N,729,5551,1492,296,27,189,447,902.0,83.0,37.0,54.0,42.0,800,724,4.56,2,9,38,4283,1458,180,580,1052,107,154.0,0.982,Baltimore Orioles,Oriole Park at Camden Yards,2624740.0,99,99,BAL,BAL,BAL,False,False,False,False,False
2005,AL,BOS,BOS,E,2,162,81.0,95,67,N,Y,N,N,910,5626,1579,339,21,199,653,1044.0,45.0,12.0,47.0,63.0,805,752,4.74,6,8,38,4287,1550,164,440,959,109,135.0,0.982,Boston Red Sox,Fenway Park II,2847888.0,104,104,BOS,BOS,BOS,True,False,False,False,True
2005,AL,CHA,CHW,C,1,162,81.0,99,63,Y,N,Y,Y,741,5529,1450,253,23,200,435,1002.0,137.0,67.0,79.0,49.0,645,592,3.61,9,10,54,4427,1392,167,459,1040,94,166.0,0.985,Chicago White Sox,U.S. Cellular Field,2342833.0,103,103,CHW,CHA,CHA,False,True,True,True,True
2005,NL,CHN,CHC,C,4,162,81.0,79,83,N,N,N,N,703,5584,1506,323,23,194,419,920.0,65.0,39.0,50.0,37.0,714,671,4.19,8,10,39,4320,1357,186,576,1256,101,136.0,0.983,Chicago Cubs,Wrigley Field,3099992.0,104,104,CHC,CHN,CHN,False,False,False,False,False
2005,NL,CIN,CIN,C,5,163,82.0,73,89,N,N,N,N,820,5565,1453,335,15,222,611,1303.0,72.0,23.0,62.0,39.0,889,820,5.15,2,1,31,4299,1657,219,492,955,104,133.0,0.983,Cincinnati Reds,Great American Ball Park,1943067.0,100,101,CIN,CIN,CIN,False,False,False,False,False
2005,AL,CLE,CLE,C,2,162,81.0,93,69,N,N,N,N,790,5609,1522,337,30,207,503,1093.0,62.0,36.0,54.0,50.0,642,582,3.61,6,10,51,4358,1363,157,413,1050,106,156.0,0.983,Cleveland Indians,Jacobs Field,2013763.0,96,96,CLE,CLE,CLE,False,False,False,False,False
2005,NL,COL,COL,W,5,162,81.0,67,95,N,N,N,N,740,5542,1477,280,34,150,509,1103.0,65.0,32.0,64.0,34.0,862,808,5.13,4,4,37,4256,1600,175,604,981,118,158.0,0.981,Colorado Rockies,Coors Field,1914389.0,112,113,COL,COL,COL,False,False,False,False,False
2005,AL,DET,DET,C,4,162,81.0,71,91,N,N,N,N,723,5602,1521,283,45,168,384,1038.0,66.0,28.0,53.0,52.0,787,719,4.51,7,2,37,4307,1504,193,461,907,110,171.0,0.982,Detroit Tigers,Comerica Park,2024431.0,98,98,DET,DET,DET,False,False,False,False,False
2005,NL,FLO,FLA,E,3,162,81.0,83,79,N,N,N,N,717,5502,1499,306,32,128,512,918.0,96.0,38.0,67.0,50.0,732,666,4.16,14,15,42,4327,1459,116,563,1125,103,177.0,0.983,Florida Marlins,Dolphin Stadium,1852608.0,94,94,FLA,FLO,FLO,False,False,False,False,False
2005,NL,HOU,HOU,C,2,163,81.0,89,73,N,Y,Y,N,693,5462,1400,281,32,161,481,1037.0,115.0,44.0,72.0,42.0,609,563,3.51,6,11,45,4329,1336,155,440,1164,89,146.0,0.985,Houston Astros,Minute Maid Park,2804760.0,101,100,HOU,HOU,HOU,True,False,True,False,True
2005,AL,KCA,KCR,C,5,162,81.0,56,106,N,N,N,N,701,5503,1445,289,34,126,424,1008.0,53.0,33.0,63.0,50.0,935,862,5.49,4,4,25,4240,1640,178,580,924,125,163.0,0.979,Kansas City Royals,Kauffman Stadium,1371181.0,99,101,KCR,KCA,KCA,False,False,False,False,False
2005,AL,LAA,ANA,W,1,162,81.0,95,67,Y,N,N,N,761,5624,1520,278,30,147,447,848.0,161.0,57.0,29.0,39.0,643,598,3.68,7,11,54,4393,1419,158,443,1126,87,139.0,0.986,Los Angeles Angels of Anaheim,Angel Stadium,3404686.0,98,97,LAA,ANA,ANA,False,True,False,False,True
2005,NL,LAN,LAD,W,4,162,81.0,71,91,N,N,N,N,685,5433,1374,284,21,149,541,1094.0,58.0,35.0,67.0,33.0,755,695,4.38,6,9,40,4282,1434,182,471,1004,106,141.0,0.983,Los Angeles Dodgers,Dodger Stadium,3603646.0,98,97,LAD,LAN,LAN,False,False,False,False,False
2005,NL,MIL,MIL,C,3,162,81.0,81,81,N,N,N,N,726,5448,1413,327,19,175,531,1162.0,79.0,34.0,73.0,38.0,697,635,3.97,7,6,46,4314,1382,169,569,1173,119,139.0,0.98,Milwaukee Brewers,Miller Park,2211023.0,101,101,MIL,ML4,MIL,False,False,False,False,False
2005,AL,MIN,MIN,C,3,162,81.0,83,79,N,N,N,N,688,5564,1441,269,32,134,485,978.0,102.0,44.0,59.0,42.0,662,604,3.71,9,8,44,4393,1458,169,348,965,102,171.0,0.984,Minnesota Twins,Hubert H Humphrey Metrodome,2034243.0,102,102,MIN,MIN,MIN,False,False,False,False,False
