Year,Rnd,DT,OvPck,FrRnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of,Team Made Playoffs
2006,1,,1,FrRnd,1,Royals,Y,"$3,500,000 ",Luke Hochevar (minors),RHP,3.7,18,16,0,0.063,0.125,279,46,65,4.98,1.34,3,,,0
2006,1,,2,FrRnd,2,Rockies,Y,"$3,250,000 ",Greg Reynolds (minors),RHP,-1.5,31,30,0,0.167,0.46,33,6,11,7.01,1.65,0,4Yr,"Stanford University (Palo Alto, CA)",0
2006,1,,3,FrRnd,3,Devil Rays,Y,"$3,000,000 ",Evan Longoria (minors),3B,57.6,1866,6958,325,0.266,0.808,,,,,,,4Yr,"California State University, Long Beach (Long Beach, CA)",0
2006,1,,4,FrRnd,4,Pirates,Y,"$2,750,000 ",Brad Lincoln (minors),RHP,0.4,53,38,0,0.237,0.52,99,9,11,4.74,1.39,1,4Yr,"University of Houston (Houston, TX)",0
2006,1,,5,FrRnd,5,Mariners,Y,"$2,450,000 ",Brandon Morrow (minors),RHP,11.1,115,24,0,0,0.04,334,51,43,3.96,1.31,40,4Yr,"University of California, Berkeley (Berkeley, CA)",0
2006,1,,6,FrRnd,6,Tigers,Y,"$3,550,000 ",Andrew Miller (minors),LHP,7.7,185,74,0,0.054,0.108,612,55,55,4.03,1.34,63,4Yr,"University of North Carolina at Chapel Hill (Chapel Hill, NC)",1
2006,1,,7,FrRnd,7,Dodgers,Y,"$2,300,000 ",Clayton Kershaw (minors),LHP,73.9,357,698,1,0.162,0.39,389,190,86,2.49,1.01,0,HS,"Highland Park HS (University Park, TX)",1
2006,1,,8,FrRnd,8,Reds,Y,"$2,000,000 ",Drew Stubbs (minors),OF,7.9,911,2834,92,0.242,0.704,,,,,,,4Yr,"University of Texas at Austin (Austin, TX)",0
2006,1,,9,FrRnd,9,Orioles,Y,"$2,100,000 ",Billy Rowell (minors),3B,,,,,,,,,,,,,HS,"Bishop Eustace Preparatory School (Pennsauken, NJ)",0
2006,1,,10,FrRnd,10,Giants,Y,"$2,025,000 ",Tim Lincecum (minors),RHP,19.5,262,474,0,0.112,0.3,278,110,89,3.74,1.29,1,4Yr,"University of Washington (Seattle, WA)",0
2006,1,,11,FrRnd,11,Diamondbacks,Y,"$3,000,000 ",Max Scherzer (minors),RHP,68.1,238,464,1,0.168,0.381,415,195,98,3.15,1.08,0,4Yr,"University of Missouri (Columbia, MO)",0
2006,1,,12,FrRnd,12,Rangers,Y,"$1,600,000 ",Kasey Kiker (minors),LHP,,,,,,,,,,,,,HS,"Russell County HS (Seale, AL)",0
2006,1,,13,FrRnd,13,Cubs,Y,"$1,475,000 ",Tyler Colvin (minors),OF,0.9,441,1215,49,0.239,0.733,,,,,,,4Yr,"Clemson University (Clemson, SC)",0
2006,1,,14,FrRnd,14,Blue Jays,Y,"$1,700,000 ",Travis Snider (minors),OF,4.3,630,1783,54,0.244,0.709,1,0,0,18,3,0,HS,"Henry M. Jackson HS (Mill Creek, WA)",0
2006,1,,15,FrRnd,15,Nationals,Y,"$1,625,000 ",Chris Marrero (minors),OF,-1.5,54,163,1,0.209,0.493,,,,,,,HS,"Monsignor Edward Pace HS (Miami Gardens, FL)",0
2006,1,,16,FrRnd,16,Brewers,Y,"$1,550,000 ",Jeremy Jeffress (minors),RHP,8.8,290,3,0,0,0,414,32,12,3.08,1.32,52,HS,"Halifax County HS (South Boston, VA)",0
2006,1,,17,FrRnd,17,Padres,Y,"$1,575,000 ",Matt Antonelli (minors),3B,-0.3,21,57,1,0.193,0.573,,,,,,,4Yr,"Wake Forest University (Winston-Salem, NC)",1
2006,1,,18,FrRnd,18,Phillies via Mets,Y,"$1,550,000 ",*Kyle Drabek (minors),RHP,-0.1,3,2,0,0,0,43,8,15,5.26,1.7,0,HS,"The Woodlands HS (The Woodlands, TX)",0
2006,1,,19,FrRnd,19,Marlins,Y,"$1,525,000 ",Brett Sinkbeil (minors),RHP,-0.2,3,0,0,,,3,0,0,13.5,3.5,0,4Yr,"Missouri State University (Springfield, MO)",0
2006,1,,20,FrRnd,20,Twins,Y,"$1,500,000 ",Chris Parmelee (minors),OF,0,311,917,30,0.248,0.717,,,,,,,HS,"Chino Hills HS (Chino Hills, CA)",1
2006,1,,21,FrRnd,21,Yankees via Phillies,Y,"$2,250,000 ",*Ian Kennedy (minors),RHP,18.5,215,321,1,0.131,0.394,456,103,110,4.1,1.28,60,4Yr,"University of Southern California (Los Angeles, CA)",1
2006,1,,22,FrRnd,22,Nationals via Athletics,Y,"$1,425,000 ",*Colton Willems (minors),RHP,,,,,,,,,,,,,HS,"John Carroll Catholic HS (Fort Pierce, FL)",0
2006,1,,23,FrRnd,23,Astros,Y,"$1,400,000 ",Maxwell Sapp (minors),C,,,,,,,,,,,,,HS,"Bishop Moore HS (Orlando, FL)",0
2006,1,,24,FrRnd,24,Braves,Y,"$1,375,000 ",Cody Johnson (minors),OF,,,,,,,,,,,,,HS,"A. Crawford Mosley HS (Lynn Haven, FL)",0
2006,1,,25,FrRnd,25,Angels via Indians,Y,"$1,350,000 ",*Hank Conger (minors),C,2,373,1013,31,0.221,0.66,,,,,,,HS,"Huntington Beach HS (Huntington Beach, CA)",0
2006,1,,26,FrRnd,26,Dodgers via Angels,Y,"$1,325,000 ",*Bryan Morris (minors),RHP,2.7,219,7,0,0.143,0.286,231,20,12,3.13,1.37,1,JC,"Motlow State Community College (Lynchburg, TN)",1
2006,1,,27,FrRnd,27,Red Sox,Y,"$1,300,000 ",Jason Place (minors),OF,,,,,,,,,,,,,HS,"Wren HS (Piedmont, SC)",0
2006,1,,28,FrRnd,28,Red Sox via Yankees,Y,"$1,550,000 ",*Daniel Bard (minors),RHP,6.3,80,3,0,0.333,0.667,330,24,31,3.81,1.27,47,4Yr,"University of North Carolina at Chapel Hill (Chapel Hill, NC)",0
2006,1,,29,FrRnd,29,White Sox,Y,"$1,050,000 ",Kyle McCulloch (minors),RHP,,,,,,,,,,,,,4Yr,"University of Texas at Austin (Austin, TX)",0
2006,1,,30,FrRnd,30,Cardinals,Y,"$950,000 ",Adam Ottavino (minors),RHP,12.4,354,24,0,0.083,0.203,565,34,33,3.55,1.31,30,4Yr,"Northeastern University (Boston, MA)",1
2006,1s,,31,FrRnd,31,Dodgers,Y,"$1,000,000 ",*Preston Mattingly (minors),SS,,,,,,,,,,,,,HS,"Central HS (Evansville, IN)",1
2006,1s,,32,FrRnd,32,Orioles,Y,"$1,000,000 ",*Pedro Beato (minors),RHP,-1,67,0,0,,,85,4,2,4.31,1.3,0,JC,"St. Petersburg College (St. Petersburg, FL)",0
2006,1s,,33,FrRnd,33,Giants,Y,"$1,000,000 ",*Emmanuel Burriss (minors),SS,-2.7,325,768,1,0.237,0.565,,,,,,,4Yr,"Kent State University (Kent, OH)",0
2006,1s,,34,FrRnd,34,Diamondbacks,Y,"$900,000 ",*Brooks Brown (minors),RHP,0.9,63,1,0,0,0,64,1,4,3.97,1.24,0,4Yr,"University of Georgia (Athens, GA)",0
2006,1s,,35,FrRnd,35,Padres,Y,"$950,000 ",*Kyler Burke (minors),OF,,,,,,,,,,,,,HS,"Ooltewah HS (Ooltewah, TN)",1
2006,1s,,36,FrRnd,36,Marlins,Y,"$950,000 ",*Chris Coghlan (minors),3B,1.1,801,2580,53,0.258,0.731,,,,,,,4Yr,"University of Mississippi (Oxford, MS)",0
2006,1s,,37,FrRnd,37,Phillies,Y,"$925,000 ",*Adrian Cardenas (minors),SS,-0.3,45,60,0,0.183,0.552,,,,,,,HS,"Monsignor Edward Pace HS (Miami Gardens, FL)",0
2006,1s,,38,FrRnd,38,Braves,Y,"$900,000 ",*Cory Rasmus (minors),RHP,0.5,10,1,0,0,0,84,4,5,4.17,1.33,0,HS,"Russell County HS (Seale, AL)",0
2006,1s,,39,FrRnd,39,Indians,Y,"$900,000 ",*David Huff (minors),LHP,-1.8,22,8,0,0.125,0.25,120,25,30,5.17,1.51,0,4Yr,"University of California, Los Angeles (Los Angeles, CA)",0
2006,1s,,40,FrRnd,40,Red Sox,Y,"$850,000 ",*Kris Johnson (minors),LHP,0,5,3,0,0,0,7,0,3,5.32,1.77,0,4Yr,"Wichita State University (Wichita, KS)",0
2006,1s,,41,FrRnd,41,Yankees,Y,"$1,150,000 ",*Joba Chamberlain (minors),RHP,7.6,24,6,0,0,0.143,385,25,21,3.81,1.38,7,4Yr,"University of Nebraska-Lincoln (Lincoln, NE)",1
2006,1s,,42,FrRnd,42,Cardinals,Y,"$800,000 ",*Chris Perez (minors),RHP,4.7,125,2,0,0,0,393,16,24,3.51,1.24,133,4Yr,"University of Miami (Coral Gables, FL)",1
2006,1s,,43,FrRnd,43,Braves,Y,"$800,000 ",*Steve Evarts (minors),LHP,,,,,,,,,,,,,HS,"T. R. Robinson HS (Tampa, FL)",0
2006,1s,,44,FrRnd,44,Red Sox,Y,"$775,000 ",*Caleb Clay (minors),RHP,,,,,,,,,,,,,HS,"Cullman HS (Cullman, AL)",0
