Year,Rnd,DT,OvPck,FrRnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of,Team Made Playoffs
2011,1s,,36,FrRnd,36,Red Sox,Y,"$1,550,000 ",*Henry Owens (minors),LHP,0.1,1,2,0,0,0,16,4,6,5.19,1.52,0,HS,"Edison HS (Huntington Beach, CA)",0
2011,1s,,37,FrRnd,37,Rangers,Y,"$873,000 ",*Zach Cone (minors),OF,,,,,,,,,,,,,4Yr,"University of Georgia (Athens, GA)",1
2011,1s,,38,FrRnd,38,Rays,Y,"$860,000 ",*Brandon Martin (minors),SS,,,,,,,,,,,,,HS,"Santiago HS (Corona, CA)",1
2011,1s,,39,FrRnd,39,Phillies,Y,"$1,000,000 ",*Larry Greene (minors),OF,,,,,,,,,,,,,HS,"Berrien County HS (Nashville, GA)",1
2011,1s,,40,FrRnd,40,Red Sox,Y,"$1,100,000 ",*Jackie Bradley Jr. (minors),OF,17.4,1080,3507,105,0.229,0.697,,,,,,,4Yr,"University of South Carolina (Columbia, SC)",0
2011,1s,,41,FrRnd,41,Rays,Y,"$1,500,000 ",*Tyler Goeddel (minors),3B,-1.2,92,213,4,0.193,0.549,,,,,,,HS,"St. Francis HS (Mountain View, CA)",1
2011,1s,,42,FrRnd,42,Rays,Y,"$650,000 ",*Jeff Ames (minors),RHP,,,,,,,,,,,,,JC,"Lower Columbia College (Longview, WA)",1
2011,1s,,43,FrRnd,43,Diamondbacks,Y,"$875,000 ",*Andrew Chafin (minors),LHP,7.2,347,5,0,0.2,0.4,441,12,18,3.25,1.22,9,4Yr,"Kent State University (Kent, OH)",1
2011,1s,,44,FrRnd,44,Mets,Y,"$937,500 ",*Michael Fulmer (minors),RHP,12.7,11,13,0,0,0,168,31,41,3.85,1.23,15,HS,"Deer Creek HS (Edmond, OK)",0
2011,1s,,45,FrRnd,45,Rockies,Y,"$915,000 ",*Trevor Story (minors),SS,28.9,820,3107,172,0.268,0.85,,,,,,,HS,"Irving HS (Irving, TX)",0
2011,1s,,46,FrRnd,46,Blue Jays,Y,"$500,000 ",*Joe Musgrove (minors),RHP,10,104,138,0,0.145,0.358,154,48,49,3.81,1.16,2,HS,"Grossmont HS (La Mesa, CA)",0
2011,1s,,47,FrRnd,47,White Sox,Y,"$795,000 ",*Keenyn Walker (minors),OF,,,,,,,,,,,,,JC,"Central Arizona College (Coolidge, AZ)",0
2011,1s,,48,FrRnd,48,Padres,Y,"$718,000 ",*Michael Kelly (minors),RHP,0.1,0,0,,,,2,0,0,0,0.5,0,HS,"West Boca Raton Community HS (Boca Raton, FL)",0
2011,1s,,49,FrRnd,49,Giants,Y,"$900,000 ",*Kyle Crick (minors),RHP,1.6,162,0,0,,,194,9,11,3.56,1.32,2,HS,"Sherman HS (Sherman, TX)",0
2011,1s,,50,FrRnd,50,Twins,Y,"$1,050,000 ",*Travis Harrison (minors),3B,,,,,,,,,,,,,HS,"Tustin HS (Tustin, CA)",0
2011,1s,,51,FrRnd,51,Yankees,Y,"$750,000 ",*Dante Bichette (minors),3B,,,,,,,,,,,,,HS,"Orangewood Christian HS (Maitland, FL)",1
2011,1s,,52,FrRnd,52,Rays,Y,"$684,000 ",*Blake Snell (minors),LHP,12.7,31,42,0,0.095,0.269,143,49,41,3.51,1.26,0,HS,"Shorewood HS (Shoreline, WA)",1
2011,1s,,53,FrRnd,53,Blue Jays,Y,"$800,000 ",*Dwight Smith Jr. (minors),OF,-0.8,169,512,17,0.248,0.726,,,,,,,HS,"McIntosh HS (Peachtree City, GA)",0
2011,1s,,54,FrRnd,54,Padres,N,,*Brett Austin (minors),C,,,,,,,,,,,,,HS,"Providence HS (Charlotte, NC)",0
2011,1s,,55,FrRnd,55,Twins,Y,"$1,000,000 ",*Hudson Boyd (minors),RHP,,,,,,,,,,,,,HS,"Bishop Verot HS (Fort Myers, FL)",0
2011,1s,,56,FrRnd,56,Rays,Y,"$625,000 ",*Kes Carter (minors),OF,,,,,,,,,,,,,4Yr,"Western Kentucky University (Bowling Green, KY)",1
2011,1s,,57,FrRnd,57,Blue Jays,Y,"$1,650,000 ",*Kevin Comer (minors),RHP,,,,,,,,,,,,,HS,"Seneca HS (Tabernacle, NJ)",0
2011,1s,,58,FrRnd,58,Padres,Y,"$624,600 ",*Jace Peterson (minors),SS,3.6,700,1925,35,0.232,0.668,3,0,0,18,3.67,0,4Yr,"McNeese State University (Lake Charles, LA)",0
2011,1s,,59,FrRnd,59,Rays,Y,"$370,000 ",*Grayson Garvin (minors),LHP,,,,,,,,,,,,,4Yr,"Vanderbilt University (Nashville, TN)",1
2011,1s,,60,FrRnd,60,Rays,Y,"$490,000 ",*James Harris (minors),OF,,,,,,,,,,,,,HS,"Oakland Technical HS (Oakland, CA)",1
