Year,Rnd,DT,OvPck,FrRnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of,Team Made Playoffs
2013,1,,25,FrRnd,25,Giants,Y,"$1,866,500 ",Christian Arroyo (minors),SS,1.3,181,547,19,0.234,0.685,1,0,0,0,2,0,HS,"Hernando HS (Brooksville, FL)",0
2013,1,,26,FrRnd,26,Yankees,Y,"$1,839,400 ",Eric Jagielo (minors),3B,,,,,,,,,,,,,4Yr,"University of Notre Dame (South Bend, IN)",0
2013,1,,27,FrRnd,27,Reds,Y,"$1,812,400 ",Phil Ervin (minors),CF,0.4,237,586,17,0.247,0.728,1,0,0,0,0,0,4Yr,"Samford University (Homewood, AL)",1
2013,1,,28,FrRnd,28,Cardinals via Brewers,Y,"$1,785,300 ",*Rob Kaminsky (minors),LHP,-0.1,0,0,0,,,5,0,0,1.93,1.07,0,HS,"St. Joseph Regional HS (Montvale, NJ)",1
2013,1,,29,FrRnd,29,Rays via Braves,Y,"$1,755,800 ",*Ryne Stanek (minors),RHP,3.1,35,0,0,,,254,6,12,3.52,1.27,4,4Yr,"University of Arkansas (Fayetteville, AR)",1
2013,1,,30,FrRnd,30,Rangers via Angels,Y,"$1,900,000 ",*Travis Demeritte (minors),SS,-1.8,92,287,6,0.216,0.605,1,0,0,36,4,0,HS,"Winder-Barrow HS (Winder, GA)",0
2013,1,,31,FrRnd,31,Braves via Indians,Y,"$1,704,200 ",*Jason Hursh (minors),RHP,-0.2,11,0,0,,,11,1,0,8.25,2,0,4Yr,"Oklahoma State University (Stillwater, OK)",1
2013,1,,32,FrRnd,32,Yankees via Indians,Y,"$1,800,000 ",*Aaron Judge (minors),CF,29.9,650,2362,187,0.277,0.945,,,,,,,4Yr,"California State University, Fresno (Fresno, CA)",0
2013,1,,33,FrRnd,33,Yankees via Nationals,Y,"$1,650,100 ",*Ian Clarkin (minors),LHP,,,,,,,,,,,,,HS,"Madison HS (San Diego, CA)",0
2013,1,,34,FrRnd,34,Royals,Y,"$3,550,000 ",Sean Manaea (minors),LHP,12.8,8,14,0,0.214,0.552,144,53,45,3.9,1.21,0,4Yr,"Indiana State University (Terre Haute, IN)",0
2013,1,,35,FrRnd,35,Marlins,N,,Matt Krook (minors),LHP,,,,,,,,,,,,,HS,"St. Ignatius College Preparatory (San Francisco, CA)",0
2013,1,,36,FrRnd,36,Diamondbacks,Y,"$1,435,000 ",Aaron Blair (minors),RHP,-2,16,22,0,0.091,0.221,16,2,8,7.89,1.73,0,4Yr,"Marshall University (Huntington, WV)",0
2013,1,,37,FrRnd,37,Orioles,Y,"$1,450,000 ",Josh Hart (minors),CF,,,,,,,,,,,,,HS,"Parkview HS (Lilburn, GA)",0
2013,1,,38,FrRnd,38,Reds,Y,"$1,500,000 ",Michael Lorenzen (minors),RHP,6.6,321,133,7,0.233,0.71,308,29,29,4.18,1.37,14,4Yr,"California State University, Fullerton (Fullerton, CA)",1
2013,1,,39,FrRnd,39,Tigers,Y,"$1,433,400 ",Corey Knebel (minors),RHP,5.4,231,2,0,0,0,300,12,16,3.23,1.23,71,4Yr,"University of Texas at Austin (Austin, TX)",1
