Year,Rnd,DT,OvPck,FrRnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of,Team Made Playoffs
2014,1,,11,FrRnd,11,Blue Jays,Y,"$2,888,300 ",Max Pentecost (minors),C,,,,,,,,,,,,,4Yr,"Kennesaw State University (Kennesaw, GA)",0
2014,1,,12,FrRnd,12,Brewers,Y,"$2,500,000 ",Kodi Medeiros (minors),LHP,,,,,,,,,,,,,HS,"Waiakea HS (Waiakea, HI)",0
2014,1,,13,FrRnd,13,Padres,Y,"$2,900,000 ",Trea Turner (minors),SS,27.6,768,3090,114,0.304,0.85,,,,,,,4Yr,"North Carolina State University (Raleigh, NC)",0
2014,1,,14,FrRnd,14,Giants,Y,"$2,613,200 ",Tyler Beede (minors),RHP,0.2,28,40,0,0.1,0.263,45,5,12,5.04,1.52,0,4Yr,"Vanderbilt University (Nashville, TN)",1
2014,1,,15,FrRnd,15,Angels,Y,"$2,518,400 ",Sean Newcomb (minors),LHP,3,128,81,0,0.037,0.121,148,24,23,4.39,1.47,2,4Yr,"University of Hartford (West Hartford, CT)",1
2014,1,,16,FrRnd,16,Diamondbacks,Y,"$2,700,000 ",Touki Toussaint (minors),RHP,-0.8,41,34,0,0.029,0.113,49,9,6,5.46,1.5,0,HS,"Coral Springs Christian Academy (Coral Springs, FL)",0
2014,1,,17,FrRnd,17,Royals,Y,"$2,200,600 ",Brandon Finnegan (minors),LHP,2.2,47,69,0,0.087,0.241,67,16,18,4.11,1.39,0,4Yr,"Texas Christian University (Fort Worth, TX)",1
2014,1,,18,FrRnd,18,Nationals,Y,"$2,511,100 ",Erick Fedde (minors),RHP,1.4,61,71,0,0.042,0.11,91,20,25,5.06,1.47,0,4Yr,"University of Nevada, Las Vegas (Paradise, NV)",1
2014,1,,19,FrRnd,19,Reds,Y,"$1,990,500 ",Nick Howard (minors),RHP,,,,,,,,,,,,,4Yr,"University of Virginia (Charlottesville, VA)",0
2014,1,,20,FrRnd,20,Rays,Y,"$2,035,500 ",Casey Gillaspie (minors),1B,,,,,,,,,,,,,4Yr,"Wichita State University (Wichita, KS)",0
2014,1,,21,FrRnd,21,Indians,Y,"$1,900,000 ",Bradley Zimmer (minors),OF,2.8,320,823,21,0.216,0.642,,,,,,,4Yr,"University of San Francisco (San Francisco, CA)",0
2014,1,,22,FrRnd,22,Dodgers,Y,"$2,500,000 ",Grant Holmes (minors),RHP,,,,,,,,,,,,,HS,"Conway HS (Conway, SC)",1
2014,1,,23,FrRnd,23,Tigers,Y,"$2,000,000 ",Derek Hill (minors),OF,-0.2,95,233,4,0.24,0.63,,,,,,,HS,"Elk Grove HS (Elk Grove, CA)",1
2014,1,,24,FrRnd,24,Pirates,Y,"$1,800,000 ",Cole Tucker (minors),SS,-2,154,436,5,0.211,0.573,,,,,,,HS,"Mountain Pointe HS (Phoenix, AZ)",1
2014,1,,25,FrRnd,25,Athletics,Y,"$1,750,000 ",Matt Chapman (minors),3B,24.3,649,2355,122,0.24,0.793,,,,,,,4Yr,"California State University, Fullerton (Fullerton, CA)",1
2014,1,,26,FrRnd,26,Red Sox,Y,"$1,870,500 ",Michael Chavis (minors),SS,0.4,248,824,35,0.244,0.715,,,,,,,HS,"Sprayberry HS (Marietta, GA)",0
2014,1,,27,FrRnd,27,Cardinals,Y,"$1,843,000 ",Luke Weaver (minors),RHP,1.5,84,108,1,0.167,0.382,95,24,36,4.8,1.39,0,4Yr,"Florida State University (Tallahassee, FL)",1
2014,1,,28,FrRnd,28,Royals,Y,"$1,925,000 ",Foster Griffin (minors),LHP,-0.2,0,0,0,,,6,1,0,9,1.67,0,HS,"The First Academy (Orlando, FL)",1
2014,1,,29,FrRnd,29,Reds,Y,"$1,788,000 ",Alex Blandino (minors),SS,-0.3,135,234,2,0.227,0.63,5,0,0,7.71,1.93,0,4Yr,"Stanford University (Palo Alto, CA)",0
2014,1,,30,FrRnd,30,Rangers,Y,"$1,750,000 ",Luis Ortiz (minors),RHP,-0.4,0,0,0,,,3,0,2,12.71,3.35,0,HS,"Sanger HS (Sanger, CA)",0
2014,1,,31,FrRnd,31,Indians,Y,"$1,600,000 ",Justus Sheffield (minors),LHP,-0.6,3,4,0,0.25,0.5,47,11,12,5.37,1.62,0,HS,"Tullahoma HS (Tullahoma, TN)",0
2014,1,,32,FrRnd,32,Braves,Y,"$1,705,000 ",Braxton Davidson (minors),OF,,,,,,,,,,,,,HS,"T. C. Roberson HS (Asheville, NC)",0
2014,1,,33,FrRnd,33,Red Sox,Y,"$1,500,000 ",Michael Kopech (minors),RHP,3.5,4,1,0,0,0,62,7,9,3.32,1.12,0,HS,"Mount Pleasant HS (Mount Pleasant, TX)",0
2014,1,,34,FrRnd,34,Cardinals,Y,"$2,000,000 ",Jack Flaherty (minors),RHP,9.3,84,123,1,0.155,0.412,96,32,24,3.38,1.09,0,HS,"Harvard-Westlake HS (Los Angeles, CA)",1
2014,1,,35,FrRnd,35,Rockies,Y,"$2,000,000 ",Forrest Wall (minors),2B,,,,,,,,,,,,,HS,"Orangewood Christian HS (Maitland, FL)",0
2014,1,,36,FrRnd,36,Marlins,Y,"$1,170,000 ",Blake Anderson (minors),C,,,,,,,,,,,,,HS,"West Lauderdale HS (Collinsville, MS)",0
2014,1,,37,FrRnd,37,Astros,Y,"$1,534,100 ",Derek Fisher (minors),OF,0.2,172,410,17,0.195,0.663,,,,,,,4Yr,"University of Virginia (Charlottesville, VA)",0
2014,1,,38,FrRnd,38,Indians,Y,"$1,250,000 ",Mike Papi (minors),OF,,,,,,,,,,,,,4Yr,"University of Virginia (Charlottesville, VA)",0
2014,1,,39,FrRnd,39,Pirates,Y,"$1,250,000 ",Connor Joe (minors),OF,2.9,144,479,13,0.269,0.779,,,,,,,4Yr,"University of San Diego (San Diego, CA)",1
2014,1,,40,FrRnd,40,Royals,Y,"$1,350,000 ",Chase Vallot (minors),C,,,,,,,,,,,,,HS,"St. Thomas More HS (Lafayette, LA)",1
2014,1,,41,FrRnd,41,Brewers,Y,"$1,830,000 ",Jake Gatewood (minors),SS,,,,,,,,,,,,,HS,"Clovis HS (Clovis, CA)",0
