Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards
2006,24,MIN,AL,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,1,0,0,1,
2007,25,MIN,AL,2,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,2,0,0,1,
2008,26,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,
4 Yrs,,,,6,9,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,3,0,0,,
162 Game Avg.,,,,162,243,162,27,0,0,0,0,0,0,0,0,27,0,0,0,0,-100,0,0,0,81,0,0,,
