Year,Age,Tm,Lg,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Pos,Awards
2007,28,LAA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,"$380,000 ",1,
,,,,,,,,,,,,,,,,,,,,,,,
2009,30,PIT,NL,13,2,-1,0,0,0,0,0,0,0,0,0,0.498,0.5,0,0,0,,1,
7 Seasons,,,,15,2,-1,0,0,0,0,0,0,0,0,0,0.498,0.5,0,0,0,"$795,000 ",,
162 Game Avg.,,,,162,22,-11,0,0,0,0,0,0,0,0,0,0.498,0.5,0,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,
LAA (5 yrs),,,,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,"$795,000 ",,
PIT (1 yr),,,,13,2,-1,0,0,0,0,0,0,0,0,0,0.498,0.5,0,0,0,,,
