Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards
2020,22,PHI,NL,8,18,14,3,3,0,0,0,0,0,0,4,6,0.214,0.389,0.214,0.603,70,3,0,0,0,0,0,/7HD9,
2021,23,PHI,NL,21,37,33,3,3,0,0,1,3,0,0,3,16,0.091,0.167,0.182,0.348,-5,6,0,0,1,0,1,/8H79,
2022,24,PHI,NL,9,29,25,2,4,0,0,0,1,0,0,3,11,0.16,0.25,0.16,0.41,21,4,0,0,1,0,0,/89H,
3 Yrs,,,,38,84,72,8,10,0,0,1,4,0,0,10,33,0.139,0.244,0.181,0.424,20,13,0,0,2,0,1,,
162 Game Avg.,,,,162,358,307,34,43,0,0,4,17,0,0,43,141,0.139,0.244,0.181,0.424,20,55,0,0,9,0,4,,
