Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards
2022,23,MIN,AL,12,41,40,5,12,4,0,2,5,0,0,1,5,0.3,0.317,0.55,0.867,146,22,2,0,0,0,0,8-Jun,
1 Yr,,,,12,41,40,5,12,4,0,2,5,0,0,1,5,0.3,0.317,0.55,0.867,146,22,2,0,0,0,0,,
162 Game Avg.,,,,162,554,540,68,162,54,0,27,68,0,0,14,68,0.3,0.317,0.55,0.867,146,297,27,0,0,0,0,,
