,Year,RdPck,franchise_id,Name
722,2015,31,SFG,Chris Shaw
723,2015,17,CLE,Brady Aiken
724,2015,42,CLE,Triston McKenzie
725,2015,12,FLA,Josh Naylor
726,2015,25,BAL,DJ Stewart
727,2015,36,BAL,Ryan Mountcastle
728,2015,10,PHI,Cornelius Randolph
729,2015,19,PIT,Kevin Newman
730,2015,32,PIT,Ke'Bryan Hayes
731,2015,4,TEX,Dillon Tate
732,2015,13,TBD,Garrett Whitley
733,2015,7,BOS,Andrew Benintendi
734,2015,11,CIN,Tyler Stephenson
735,2015,3,COL,Brendan Rodgers
736,2015,27,COL,Mike Nikorak
737,2015,38,COL,Tyler Nevin
738,2015,21,KCR,Ashe Russell
739,2015,33,KCR,Nolan Watson
740,2015,22,DET,Beau Burrows
741,2015,34,DET,Christin Stewart
742,2015,6,MIN,Tyler Jay
743,2015,8,CHW,Carson Fulmer
744,2015,16,NYY,James Kaprielian
745,2015,30,NYY,Kyle Holder
